seed,scenario,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
8,A0,acMH,1.1914,1.467,1.5312,42.7,1.8593,2.3593,1.6731,0.8588,0.9,0.8383,78.38,0.3382,0.2255,0.6,0.7455,4.3862,13000
8,A0,SGLD,3.758,5.8767,6.6697,8.26,0.8063,0.7354,0.8478,0.6822,0.6639,0.6909,121.26,-0.0046,-0.0004,0.35,0.6065,2.5702,13000
8,A0,qSGLD,1.1508,1.2882,1.4218,14.54,2.9913,4.152,2.0506,0.9431,0.9746,0.8765,117.56,0.6168,0.4141,0.825,0.8346,7.4644,13000
8,A0,cycSGLD,1.6855,1.9996,2.4199,17.49,1.4772,2.143,1.1105,0.8089,0.8816,0.7489,74.0,0.5615,0.3818,0.75,0.7982,2.9002,13000
8,A0,SGHMC,2.0735,2.9761,3.4102,9.49,1.1502,1.3178,1.1942,0.7513,0.7758,0.7576,110.43,0.0727,0.0436,0.4,0.6396,3.0848,13000
8,A0,AWSGLD,1.0421,1.1058,1.1496,91.82,1.8022,2.609,1.2959,0.8512,0.9165,0.7812,74.0,0.6038,0.4028,0.825,0.8273,3.5425,13000
