seed,scenario,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
2,A0,acMH,1.1014,1.6063,1.733,29.87,1.8468,2.8119,1.3345,0.8512,0.9378,0.7874,83.2,0.5092,0.3099,0.825,0.7928,3.7864,11000
2,A0,SGLD,3.7841,5.6729,6.563,7.44,0.9048,0.7136,0.6958,0.7014,0.6627,0.6576,120.82,0.1193,0.0861,0.45,0.6518,2.2565,11000
2,A0,qSGLD,1.1446,1.2783,1.393,13.88,2.3801,4.0106,1.5384,0.8933,0.9765,0.8139,107.46,0.516,0.3244,0.825,0.7948,5.6384,11000
2,A0,cycSGLD,1.8223,2.4574,2.7874,16.32,1.518,2.3803,0.7008,0.8099,0.9094,0.6657,73.0,0.6005,0.3648,0.9,0.8163,2.1898,11000
2,A0,SGHMC,1.8462,2.5627,3.2371,8.69,1.3123,1.3737,0.7777,0.7711,0.788,0.6775,106.96,0.3923,0.2663,0.625,0.7786,2.1476,11000
2,A0,AWSGLD,1.0389,1.1013,1.168,94.32,1.6347,2.9186,0.6822,0.8255,0.943,0.6615,73.0,0.6232,0.3685,0.925,0.8326,2.5008,11000
