seed,scenario,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
3,A0,acMH,1.0754,1.4354,1.5094,54.68,2.5059,2.0337,0.8552,0.9135,0.8714,0.6986,79.54,0.6791,0.4473,0.925,0.9014,2.0983,19000
3,A0,SGLD,3.2439,5.6027,8.0779,11.13,1.0838,0.8056,0.7853,0.7408,0.6771,0.6774,113.02,0.1846,0.1172,0.45,0.6343,2.1391,19000
3,A0,qSGLD,1.2322,1.4932,1.7034,13.89,4.8493,3.987,1.1979,0.9861,0.9692,0.7473,110.02,0.6814,0.4473,0.925,0.8996,6.2093,19000
3,A0,cycSGLD,1.8988,2.3358,2.5305,26.35,2.0438,1.4621,0.3355,0.8759,0.8033,0.5814,68.0,0.7016,0.4836,0.95,0.9193,1.043,19000
3,A0,SGHMC,1.8614,2.9317,3.7889,11.94,1.7013,1.2593,0.9855,0.8349,0.7657,0.718,108.13,0.3329,0.2226,0.625,0.7554,2.3229,19000
3,A0,AWSGLD,1.045,1.0856,1.1118,125.16,2.1591,1.4784,0.1464,0.8866,0.8054,0.5355,68.0,0.7209,0.4966,0.975,0.9203,0.8086,19000
