seed,scenario,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
7,A0,acMH,1.0974,1.6672,1.9411,35.07,2.0762,1.7269,1.0822,0.8763,0.8412,0.7447,83.98,0.6622,0.4699,0.8,0.8489,2.5061,9000
7,A0,SGLD,4.1899,6.4307,7.8072,6.48,0.835,0.8963,0.8354,0.6885,0.6974,0.6874,109.34,0.0882,0.0614,0.425,0.6167,2.4825,9000
7,A0,qSGLD,1.2079,1.4147,1.7783,11.85,3.7954,3.1261,0.8234,0.9585,0.9367,0.6838,116.19,0.7711,0.5624,0.925,0.9078,3.608,9000
7,A0,cycSGLD,2.0295,2.6218,2.858,11.7,1.8154,1.5351,0.5966,0.8484,0.8146,0.6426,70.0,0.7281,0.5192,0.9,0.8851,1.5321,9000
7,A0,SGHMC,2.0978,3.3913,4.7284,7.1,1.3006,1.4152,0.9295,0.7648,0.7843,0.7071,108.21,0.3618,0.2469,0.6,0.7451,2.492,9000
7,A0,AWSGLD,1.0427,1.0908,1.1348,81.99,2.331,1.8553,0.3721,0.8971,0.854,0.5899,70.0,0.7788,0.5628,0.975,0.9186,1.2506,9000
