seed,scenario,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
0,A0,acMH,1.25,1.5386,1.7138,61.19,2.1141,2.8226,1.6902,0.883,0.9306,0.8409,82.54,0.4693,0.3131,0.8,0.7834,4.7031,20000
0,A0,SGLD,3.3547,4.9201,5.3936,11.75,0.9318,0.902,0.7816,0.7043,0.7041,0.6769,122.88,0.107,0.08,0.525,0.6427,2.2949,20000
0,A0,qSGLD,1.2051,1.4132,1.73,16.54,2.759,4.0378,1.7279,0.9273,0.9751,0.838,120.29,0.5923,0.3879,0.85,0.8178,6.212,20000
0,A0,cycSGLD,1.434,1.6777,1.9305,26.84,1.1876,2.0525,0.7276,0.7618,0.8746,0.6721,72.0,0.5687,0.3511,0.825,0.8032,2.1402,20000
0,A0,SGHMC,1.7714,2.3502,2.4284,12.74,1.4837,1.4814,1.0852,0.8014,0.8017,0.7388,112.2,0.3238,0.2174,0.625,0.7319,2.6889,20000
0,A0,AWSGLD,1.0502,1.1313,1.1697,136.85,1.3116,2.2721,0.7004,0.7825,0.8947,0.6661,72.0,0.6147,0.3826,0.875,0.8184,2.1426,20000
