seed,method,minU,gap,pidist,pirms,topk,ndcg,auc,time
0,SGLD,363.94831713340994,140.25791523176431,5.63209337744437,0.26345821592172464,0.48223350253807107,0.5119378615658257,0.5537290121046466,0.1895294189453125
0,qSGLD,225.22969302363248,1.5392911219868495,0.4699876458042355,0.02198509477217174,0.751269035532995,0.7870055717265246,0.8424248340491995,0.26585912704467773
0,cycSGLD,228.00153050650337,4.311128604857743,2.4056613209524036,0.11253209015820861,0.6954314720812182,0.7443445043920608,0.7957243264349863,0.1911909580230713
0,SGHMC,241.48968360732096,17.799281705675327,3.740411061294366,0.17496904951346068,0.6091370558375635,0.6524710501245166,0.6912924638812964,0.19282913208007812
0,AWSGLD,224.69229918124051,1.0018972795948855,0.38472195077962235,0.017996533790481533,0.7461928934010152,0.7831807974456813,0.8448848106208513,0.3843543529510498
1,SGLD,361.58984459765827,139.41913206823273,5.357940734261345,0.2506338961843272,0.47715736040609136,0.5080479572716726,0.5519328387348692,0.19139385223388672
1,qSGLD,223.71309382183813,1.5423812924125855,0.4823637024611883,0.02256402228428385,0.7411167512690355,0.7788828961076736,0.8293830534947285,0.2634463310241699
1,cycSGLD,225.82356516932853,3.6528526399029886,1.826039840817776,0.08541854092663133,0.7157360406091371,0.7672184609850045,0.8096446700507615,0.19136834144592285
1,SGHMC,240.2741031995069,18.103390670081353,3.247258886853998,0.15190036379594274,0.6395939086294417,0.6839874645592797,0.7155408043732917,0.1929798126220703
1,AWSGLD,223.17134348656225,1.000630957136707,0.3728817861174582,0.017442674248555987,0.7411167512690355,0.7783564039493258,0.8254197579070675,0.3886847496032715
2,SGLD,362.0588470192612,137.59585509849217,5.512368731644783,0.25785773321123867,0.47715736040609136,0.5097742815900025,0.5489652479500196,0.1865830421447754
2,qSGLD,226.1827013712489,1.7197094504798827,0.5004255757327762,0.02340892107935605,0.7258883248730964,0.7625537040173617,0.8235650136665363,0.2578456401824951
2,cycSGLD,229.23149696382401,4.768505043055001,2.4111954589901123,0.11279096621660611,0.700507614213198,0.7421557186758208,0.7862553689964857,0.18674755096435547
2,SGHMC,242.79893147763212,18.33593955686311,3.7272112106546564,0.1743515865442034,0.6091370558375635,0.6467107972592585,0.6863920343615775,0.1888411045074463
2,AWSGLD,225.50915046639983,1.0461585456308171,0.3992111013739812,0.01867430766779304,0.7309644670050761,0.7661485653683019,0.8231550175712612,0.3763253688812256
3,SGLD,362.6857599772563,140.11426715278253,5.584212681796974,0.26121845144926875,0.48223350253807107,0.5124700057773199,0.5493557204217103,0.19264721870422363
3,qSGLD,224.1251873710521,1.553694546578356,0.4661111162107988,0.021803758366290265,0.7563451776649747,0.7881904360195459,0.840335806325654,0.2647130489349365
3,cycSGLD,226.82014017444567,4.248647349971918,1.8367593821168664,0.08591997991865302,0.7411167512690355,0.7874966585644416,0.8386958219445529,0.19223809242248535
3,SGHMC,242.2332493302519,19.661756505778158,3.51321518364811,0.16434127462088358,0.5989847715736041,0.6472323752821435,0.7095080046856695,0.19411730766296387
3,AWSGLD,223.57380096635495,1.0023081418812012,0.3629284701408762,0.016977077765337627,0.751269035532995,0.7843797926025095,0.8412534166341272,0.389298677444458
4,SGLD,364.3473485623083,141.37482116560983,5.513270758363046,0.25789992824139546,0.4720812182741117,0.5039611006866979,0.551561889886763,0.19474124908447266
4,qSGLD,224.5545649577418,1.582037561043336,0.5024582199884001,0.02350400416717112,0.7461928934010152,0.7812976249062477,0.8233697774306911,0.2623775005340576
4,cycSGLD,227.2088443318036,4.236316935105123,1.9197378971901644,0.08980155113488963,0.751269035532995,0.7900609544538199,0.817766497461929,0.19023466110229492
4,SGHMC,242.83767827515263,19.86515087845416,3.4915754368530987,0.16332900996162852,0.6294416243654822,0.666851739377992,0.7092932448262397,0.1981675624847412
4,AWSGLD,223.98528245269546,1.0127550559969904,0.3986646624925139,0.018648746335056945,0.7309644670050761,0.7684766330699665,0.8139984381101132,0.38614535331726074
5,SGLD,360.3649046789453,137.55240945281403,5.1958145553481945,0.24304995341417965,0.4720812182741117,0.5064165934017838,0.5520499804763763,0.18583154678344727
5,qSGLD,224.55681009185497,1.7443148657236804,0.5435908453987129,0.02542810722806442,0.7715736040609137,0.801429647782048,0.8565599375244045,0.25501179695129395
5,cycSGLD,226.2700198259224,3.4575245997910997,1.7481066857906886,0.08177298169872231,0.7461928934010152,0.7871209747307162,0.8168684107770401,0.18671488761901855
5,SGHMC,240.57294621870602,17.760450992574732,3.1993957408441203,0.14966142026090404,0.6294416243654822,0.6734071920007835,0.7012299882858257,0.18760251998901367
5,AWSGLD,223.8626536038041,1.0501583776728012,0.40871027950950467,0.019118660478833135,0.7563451776649747,0.7900701094171403,0.8467200312377976,0.3758847713470459
6,SGLD,362.66147305940973,139.1227613222124,5.433299940989553,0.2541590511892854,0.4873096446700508,0.5165750202833972,0.5507809449433816,0.18990468978881836
6,qSGLD,225.1313702068975,1.5926584697001545,0.5132333209213317,0.024008042129243186,0.751269035532995,0.785795726073801,0.8278797344787192,0.26133036613464355
6,cycSGLD,227.67047189618637,4.131760158989039,1.9635514371211364,0.09185106208754129,0.7309644670050761,0.7732217324322777,0.8100156188988676,0.18884062767028809
6,SGHMC,242.63808205822883,19.0993703210315,3.5159890127715037,0.16447102887443482,0.6142131979695431,0.6558444188067143,0.6960562280359235,0.19218683242797852
6,AWSGLD,224.5535000412259,1.0147883040285706,0.4035414569688264,0.01887687315860923,0.7309644670050761,0.7701868900822381,0.8200507614213197,0.38374805450439453
