#truth,160,n,300,mu,1.8,alpha,0.2,zeta,1.0
seed,method,rmed,thS,thW,thN,piS,piW,piN,spearman,kendall,topk,ndcg,mse,auc,sigma_raw,cov90,jaccard,P0.05,R0.05,F0.05,rFDR0.05,nsel0.05,P0.1,R0.1,F0.1,rFDR0.1,nsel0.1,P0.15,R0.15,F0.15,rFDR0.15,nsel0.15,P0.2,R0.2,F0.2,rFDR0.2,nsel0.2,P0.3,R0.3,F0.3,rFDR0.3,nsel0.3
0,tMH,1.360417386774405,2.728771853800741,1.3495230557989513,0.3680271027925969,0.9213598893405784,0.7450842225068518,0.5716877645881822,0.6786048733874821,0.46729096989966556,0.8066666666666666,0.841768185191528,3.732566993036486,0.8748444444444444,1.8553738765861145,0.8833333333333333,0.5547124951128887,0.9230769230769231,0.56,0.6970954356846474,0.07692307692307693,91,0.7262569832402235,0.8666666666666667,0.790273556231003,0.2737430167597765,179,0.611353711790393,0.9333333333333333,0.7387862796833773,0.388646288209607,229,0.5509433962264151,0.9733333333333334,0.7036144578313253,0.4490566037735849,265,0.5,1.0,0.6666666666666666,0.5,300
0,SGLD,4.798576101050095,0.16907537490630956,-0.01681292857059164,0.04282073420468496,0.5391592488816513,0.49571449940891416,0.5092109030933946,0.06832164801831131,0.047625418060200674,0.5333333333333333,0.536558753314897,2.8617539623920987,0.5514222222222221,1.0417339900683116,0.5833333333333334,0.36570878050929223,0.0,0.0,0,1.0,1,0.5,0.006666666666666667,0.013157894736842105,0.5,2,0.6666666666666666,0.04,0.07547169811320754,0.3333333333333333,9,0.5833333333333334,0.09333333333333334,0.16091954022988506,0.4166666666666667,24,0.5212765957446809,0.32666666666666666,0.40163934426229514,0.4787234042553192,94
0,qSGLD,1.6464716972452853,1.3092557420907651,-0.44988972246425146,-1.4429679941577385,0.7513419604272964,0.4113759171487957,0.22995329299848327,0.7000771119679107,0.48780379041248606,0.8,0.8402830869386269,1.427879372644021,0.8780888888888889,1.4132381477989333,0.9333333333333333,0.6545578547593384,1.0,0.05333333333333334,0.10126582278481014,0.0,8,0.9736842105263158,0.24666666666666667,0.39361702127659576,0.02631578947368421,38,0.9605263157894737,0.4866666666666667,0.6460176991150444,0.039473684210526314,76,0.8818181818181818,0.6466666666666666,0.7461538461538462,0.11818181818181818,110,0.7682926829268293,0.84,0.8025477707006369,0.23170731707317074,164
0,cycSGLD,1.004651193443366,1.0126495836409055,0.9095592356381984,1.0476847932966638,0.7312096816554551,0.7112617438534997,0.7382848700972505,-0.10356070623006922,-0.06827201783723523,0.46,0.4699479871250539,3.6816336516565826,0.45555555555555555,0.04124673433366215,0.01,0.9846055536191473,1.0,0.006666666666666667,0.013245033112582783,0.0,1,1.0,0.006666666666666667,0.013245033112582783,0.0,1,1.0,0.006666666666666667,0.013245033112582783,0.0,1,0.40625,0.08666666666666667,0.14285714285714285,0.59375,32,0.5,1.0,0.6666666666666666,0.5,300
0,SGHMC,2.2577195902938656,0.69810104328222,-0.0908636962210438,-0.39933047383932074,0.6535248487962896,0.4801134808240615,0.4077127833859728,0.5382055356170624,0.3611594202898551,0.7333333333333333,0.7740560371237014,1.7619048927275018,0.7931111111111112,1.0267415576875762,0.77,0.44151962449297155,1.0,0.006666666666666667,0.013245033112582783,0.0,1,1.0,0.013333333333333334,0.02631578947368421,0.0,2,1.0,0.12,0.21428571428571425,0.0,18,0.8536585365853658,0.23333333333333334,0.3664921465968587,0.14634146341463414,41,0.7796610169491526,0.6133333333333333,0.6865671641791045,0.22033898305084745,118
0,AWSGLD,1.5330963689129604,1.4028951952740631,-0.4003871277530735,-1.3959101819323856,0.7649471900733481,0.42027638827038555,0.23635576708836495,0.7050367226302514,0.49471571906354517,0.8066666666666666,0.8461507487282948,1.3987159517077221,0.8779555555555556,1.474746336011549,0.9333333333333333,0.6381055323857975,1.0,0.06,0.11320754716981131,0.0,9,1.0,0.30666666666666664,0.4693877551020408,0.0,46,0.9411764705882353,0.5333333333333333,0.6808510638297872,0.058823529411764705,85,0.8461538461538461,0.66,0.7415730337078651,0.15384615384615385,117,0.7738095238095238,0.8666666666666667,0.8176100628930819,0.2261904761904762,168
1,tMH,1.3551000672212745,3.2701426031486687,2.299310904204394,0.4218376109806337,0.9515776813052221,0.8838463194444715,0.5903711331642697,0.7722361359570662,0.5607134894091416,0.8273809523809523,0.8598150742925943,4.572300139784192,0.9001172438672439,1.8333125670420187,0.83,0.6393389993285475,0.8258426966292135,0.875,0.8497109826589595,0.17415730337078653,178,0.672,1.0,0.8038277511961722,0.328,250,0.5853658536585366,1.0,0.7384615384615384,0.4146341463414634,287,0.56,1.0,0.717948717948718,0.44,300,0.56,1.0,0.717948717948718,0.44,300
1,SGLD,4.497931706577033,0.1749210524042272,0.15060733848755797,-0.10283336598211104,0.5385838641249066,0.5347231370026265,0.47498388316271045,0.18026466960744006,0.1209810479375697,0.6011904761904762,0.6147954170494804,2.481649397977351,0.5952831890331891,0.9831470781828306,0.5633333333333334,0.41310273508792145,1.0,0.005952380952380952,0.011834319526627219,0.0,1,1.0,0.005952380952380952,0.011834319526627219,0.0,1,0.5555555555555556,0.02976190476190476,0.05649717514124293,0.4444444444444444,9,0.6666666666666666,0.09523809523809523,0.16666666666666666,0.3333333333333333,24,0.7011494252873564,0.3630952380952381,0.47843137254901963,0.2988505747126437,87
1,qSGLD,1.7337698162622583,2.1492322985640033,1.0262940111725727,-1.047814346465584,0.8749867915540548,0.7019611020132108,0.29275775096315476,0.7753806153401703,0.5587513935340023,0.8630952380952381,0.8885307384943956,1.4057987081625383,0.9145021645021645,1.5722964375638997,0.9466666666666667,0.6384369178647565,0.9767441860465116,0.25,0.3981042654028436,0.023255813953488372,43,0.9172932330827067,0.7261904761904762,0.8106312292358804,0.08270676691729323,133,0.8219895287958116,0.9345238095238095,0.8746518105849582,0.17801047120418848,191,0.72,0.9642857142857143,0.8244274809160306,0.28,225,0.60431654676259,1.0,0.7533632286995516,0.39568345323741005,278
1,cycSGLD,1.0037121092647392,1.0843561844684262,0.9444373613736328,0.9322190395151169,0.7453976616508226,0.718022451670909,0.7162538477930473,0.325496505516728,0.21703455964325533,0.6547619047619048,0.683784626418186,2.7701132530405794,0.6471861471861472,0.039355183923909874,0.02,0.9862164984336931,1.0,0.005952380952380952,0.011834319526627219,0.0,1,1.0,0.005952380952380952,0.011834319526627219,0.0,1,1.0,0.005952380952380952,0.011834319526627219,0.0,1,0.8214285714285714,0.13690476190476192,0.23469387755102045,0.17857142857142858,28,0.56,1.0,0.717948717948718,0.44,300
1,SGHMC,2.244907852811989,0.683732755294189,0.2874795758755664,-0.47959998779378193,0.6547566616702164,0.5643838101703633,0.3931712595176492,0.579465549617218,0.3990635451505017,0.7678571428571429,0.7959271031296379,1.540947223298308,0.8212481962481962,1.0129844913917512,0.76,0.47880742358568723,1.0,0.005952380952380952,0.011834319526627219,0.0,1,1.0,0.005952380952380952,0.011834319526627219,0.0,1,0.8,0.047619047619047616,0.0898876404494382,0.2,10,0.8809523809523809,0.22023809523809523,0.35238095238095235,0.11904761904761904,42,0.7986111111111112,0.6845238095238095,0.7371794871794871,0.2013888888888889,144
1,AWSGLD,1.608764230510658,2.345686650515732,1.249672388495057,-0.8725461607996249,0.8906336618818348,0.7443765211118701,0.3299345800635188,0.7694489938777097,0.5585730211817169,0.8511904761904762,0.8806984224860106,1.7582587488012322,0.9153138528138529,1.592751351572877,0.9466666666666667,0.6167606531004421,0.9545454545454546,0.375,0.5384615384615384,0.045454545454545456,66,0.8625,0.8214285714285714,0.8414634146341463,0.1375,160,0.7607655502392344,0.9464285714285714,0.8435013262599468,0.23923444976076555,209,0.6859504132231405,0.9880952380952381,0.8097560975609757,0.3140495867768595,242,0.5733788395904437,1.0,0.7288503253796095,0.42662116040955633,293
2,tMH,1.360008640351312,3.701415055755361,1.6068459678269582,0.5877616184486688,0.9667838993698072,0.799266991361338,0.620985078564971,0.7776850853898376,0.5508138238573022,0.8520710059171598,0.8847361155520493,4.956515058655005,0.9020280952165861,2.0278139030193985,0.8433333333333334,0.6264352391674374,0.8100558659217877,0.8579881656804734,0.8333333333333334,0.18994413407821228,179,0.6598360655737705,0.9526627218934911,0.7796610169491526,0.3401639344262295,244,0.5929824561403508,1.0,0.7444933920704845,0.4070175438596491,285,0.5633333333333334,1.0,0.720682302771855,0.43666666666666665,300,0.5633333333333334,1.0,0.720682302771855,0.43666666666666665,300
2,SGLD,5.163127848865819,0.09045400182652891,-0.12771854504922306,0.05487612574143574,0.5239287754202493,0.4706918796549195,0.5122503606347287,0.06539361548461649,0.04107023411371238,0.6094674556213018,0.5825586673241203,2.8961422366599745,0.5381001851935499,1.0790084727817912,0.6266666666666667,0.4183875577655131,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.5,0.047337278106508875,0.08648648648648648,0.5,16,0.6329113924050633,0.2958579881656805,0.40322580645161293,0.3670886075949367,79
