seed,method,minU,gap,pidist,pirms,spear,topk,ndcg,mse,auc,time
0,SGLD,976.9278982526787,352.1764514270943,8.380677076816829,0.265020278971031,0.08527352527352527,0.5743879472693032,0.5747202001199712,2.7843065779988865,0.5518693859194745,0.2996842861175537
0,qSGLD,626.4090782299362,1.6576314043518323,0.3635222202577064,0.011495581960957539,0.9016227256227256,0.8813559322033898,0.9035843857374756,1.2112863894331733,0.9626122816105108,0.5984523296356201
0,cycSGLD,628.4022657563922,3.6508189308078727,1.2080706088824857,0.038202546983750967,0.8955204555204554,0.8832391713747646,0.904647379609091,1.152829879603662,0.9600183103851205,0.3001391887664795
0,SGHMC,656.3979009011775,31.64645407559317,3.8948214483462342,0.12316506856449948,0.7802137442137442,0.8248587570621468,0.8512382378920501,1.6091524779258457,0.9084761824453199,0.3018951416015625
0,AWSGLD,625.7623053844742,1.0108585588898222,0.2790675470014626,0.008824890695607143,0.9026391866391866,0.8851224105461394,0.9066734511649428,1.2164049966180805,0.9633109673585262,0.7792825698852539
1,SGLD,995.222283369845,351.99778843030003,8.58036295444453,0.2713349008697629,0.1704065784065784,0.6162162162162163,0.6294007188570861,2.567815447142576,0.589918007895536,0.30338597297668457
1,qSGLD,644.7861782574527,1.5616833179077503,0.3398652413785546,0.010747482602791372,0.8808454488454489,0.8918918918918919,0.9120285759708029,1.373829097575787,0.9644903330296588,0.5575077533721924
1,cycSGLD,647.4514420692823,4.226947129737368,1.5287981438112879,0.0483448421708132,0.8778439098439099,0.8900900900900901,0.9105153815072773,1.1819711339928913,0.9631015284947869,0.30365920066833496
1,SGHMC,673.3129223185721,30.088427379027166,4.056127973321843,0.12826602876819707,0.8029750909750909,0.8576576576576577,0.8799061147608099,1.4147873218310523,0.9223443668387488,0.3087599277496338
1,AWSGLD,644.2268327502957,1.0023378107507597,0.27416417211633626,0.008669832367020487,0.8812657852657854,0.8900900900900901,0.9106297062756525,1.3757360842997668,0.964943820224719,0.7401092052459717
2,SGLD,937.5453465153778,324.4684485403434,7.630210419936477,0.24128843953349108,0.18276759876759877,0.6201834862385321,0.6371210772025581,2.488686207427944,0.6121423530597843,0.3295016288757324
2,qSGLD,614.631898962141,1.5550009871066095,0.35421071844789903,0.011201126419399828,0.8869761469761471,0.8917431192660551,0.9119911131135264,1.0434627077456162,0.9600604899687468,0.63144850730896
2,cycSGLD,615.7874435182671,2.7105455432326835,1.1056517138442759,0.034963777146166344,0.8814681774681775,0.8825688073394495,0.9046220842301794,0.9982069970394466,0.957576368585543,0.30803799629211426
2,SGHMC,635.4796051508464,22.402707175811997,3.2915788137663315,0.10408886149456806,0.8149034629034629,0.8605504587155963,0.8843920405917285,1.3639752749250538,0.9269482810767214,0.309903621673584
2,AWSGLD,614.080122280043,1.0032243050086436,0.29008778691112364,0.009173381280367316,0.8884070284070286,0.8862385321100917,0.9076220643076016,1.0448143618856491,0.9607258796249623,0.8068768978118896
3,SGLD,989.0638394646478,353.5665137246667,8.565145725823445,0.2708536898485816,0.09692552492552493,0.598939929328622,0.6014823276978402,2.722733199169532,0.5599851818078194,0.3037083148956299
3,qSGLD,637.1229996559854,1.6256739160043026,0.3558086738871142,0.011251658207273576,0.8947253347253349,0.8975265017667845,0.9167496396844512,1.162091630544642,0.9667852664832033,0.6055316925048828
3,cycSGLD,639.8267572820542,4.329431542073166,1.4364571152257222,0.045424762452682156,0.8890878730878733,0.8992932862190812,0.9181185469689508,1.091812594735899,0.9645462539284493,0.30426979064941406
3,SGHMC,666.7015650109945,31.20423927101342,4.031103504914181,0.1274746855941657,0.7880693240693241,0.8568904593639576,0.8800080989305942,1.485723026279955,0.9224283923075671,0.3068394660949707
3,AWSGLD,636.5017124754022,1.0043867354211216,0.28960646062616696,0.00915816040678561,0.8929628089628091,0.8992932862190812,0.9181584128618298,1.1691563665221674,0.9656942567292505,0.7977511882781982
4,SGLD,955.7004811471995,341.1660370211039,8.205275967590458,0.25947360887827786,0.08512131712131712,0.5369649805447471,0.553398659506776,2.709999550498427,0.5416206305743703,0.3059265613555908
4,qSGLD,616.1205584835096,1.586114357413976,0.3638876939165299,0.011507139252824317,0.8900655260655261,0.8735408560311284,0.8976469806364576,1.0145645130489676,0.9629829786552657,0.5921809673309326
4,cycSGLD,618.0992673035057,3.5648231774100623,1.207407127675441,0.03818156586576117,0.8863087663087664,0.8715953307392996,0.8960745302370111,1.0438161125104752,0.9615738739171511,0.3055458068847656
4,SGHMC,645.6707541819814,31.1363100558857,3.924206284107796,0.12409429866126451,0.7690289170289172,0.8268482490272373,0.8550285447047025,1.5423219522750158,0.8973435173175769,0.3075754642486572
4,AWSGLD,615.5387379753748,1.004293849279179,0.28940686117265113,0.009151848517857263,0.890022794022794,0.8735408560311284,0.8977305621029926,1.0150338061205844,0.9639597444396408,0.7692744731903076
5,SGLD,970.7215418566243,341.1764513491935,8.30616261041184,0.2626639246463123,0.1784893184893185,0.6381461675579323,0.6323406633003996,2.534136475491238,0.5952030014739381,0.2986736297607422
5,qSGLD,631.1943867611533,1.6492962537224685,0.35201585629087123,0.011131718783736647,0.8911680511680512,0.8877005347593583,0.9085410296689205,1.0692714856015593,0.9627048997275448,0.6276085376739502
5,cycSGLD,633.5958049742462,4.050714466815407,1.4018761891210727,0.044331217551795504,0.8853614493614494,0.8877005347593583,0.9085287078425979,0.9680370897748194,0.9603539075601248,0.30216288566589355
5,SGHMC,660.2941803152668,30.749089807835958,3.8977063374211833,0.12325629676723722,0.814809382809383,0.8591800356506238,0.8827693550868357,1.342213362151539,0.9242403940246631,0.30466341972351074
5,AWSGLD,630.5605196211995,1.0154291137687323,0.2774753457683434,0.00877454087170729,0.8941521181521183,0.8841354723707665,0.9057428782404129,1.0729832070237006,0.9613040494723464,0.8109614849090576
6,SGLD,993.6631301942207,352.5288853811377,8.645387000353148,0.2733911417472688,0.12934122934122935,0.5927927927927928,0.6051298683513228,2.681749671282115,0.5653284745419578,0.3030819892883301
6,qSGLD,642.7131730157222,1.5789282026391902,0.3472000224654791,0.01097942874652544,0.8943098823098823,0.8792792792792793,0.9019852715031369,1.3210619498935703,0.9595303168336875,0.5989861488342285
6,cycSGLD,645.6723930231477,4.538148210064719,1.4692256132029065,0.04646099334378739,0.887152439152439,0.8774774774774775,0.900458584031186,1.2190239503774127,0.9549063670411985,0.306260347366333
6,SGHMC,675.8848218241161,34.7505770110331,4.261470511192885,0.13475952997011584,0.7812791892791894,0.8450450450450451,0.8700410153145942,1.590420932121755,0.9037797347909706,0.3064229488372803
6,AWSGLD,642.1401605428646,1.0059157297815773,0.27255693238226725,0.008619006983964672,0.8956900996900996,0.8810810810810811,0.9034728320117141,1.3224815142816424,0.9603563113675473,0.7110891342163086
7,SGLD,1003.0788121686351,362.2080636062906,8.867009396183697,0.2803994572605482,0.12486590886590887,0.5996343692870201,0.6018797365997016,2.7302882387702914,0.5637412173969192,0.3043348789215088
7,qSGLD,642.5110595136064,1.6403109512618812,0.3409546490585779,0.010781932698484908,0.8863073623073624,0.8738574040219378,0.8975556008750255,1.3258450370042998,0.956761948577632,0.5519158840179443
7,cycSGLD,645.9224495762749,5.051701013930369,1.5005609296947333,0.0474519030569515,0.8823954063954064,0.8738574040219378,0.8972715999480138,1.202590790328982,0.9543365174683504,0.3037376403808594
7,SGHMC,677.9813092996698,37.11056073732527,4.355237207731859,0.1377246932674457,0.7810593970593972,0.8263254113345521,0.8539113814269368,1.5837800817919452,0.9036567106957073,0.3122730255126953
7,AWSGLD,641.8729530097377,1.0022044473931828,0.26573253940830244,0.008403200729506883,0.8874069474069475,0.8720292504570384,0.8962174819422881,1.3152153599642982,0.9598250138221324,0.7410285472869873
8,SGLD,996.6343272256252,349.1388731732675,8.683693658201845,0.27460250463077523,0.20504973704973706,0.6270270270270271,0.625146754698868,2.41045136232806,0.6052272497216317,0.3106522560119629
8,qSGLD,649.0936459497544,1.5981918973967595,0.3417635663940327,0.010807512910673224,0.8902893382893384,0.8756756756756757,0.8990192688116074,1.3843081680126792,0.9574207915780949,0.533933162689209
8,cycSGLD,652.3748660366548,4.879411984297121,1.6572227787338818,0.052405985711123204,0.8833717633717635,0.8774774774774775,0.8999800182503231,1.1789101622855807,0.9546067415730336,0.3017134666442871
8,SGHMC,681.1906346501531,33.695180597795456,4.356495439935829,0.1377644820633449,0.7720767280767281,0.8252252252252252,0.8513993337887242,1.4214211618292685,0.8960259135540035,0.3074777126312256
8,AWSGLD,648.4961398309393,1.0006857785816692,0.2679505123196408,0.00847333919139072,0.8921559881559883,0.8756756756756757,0.8989470174334563,1.3835033576792106,0.9571495090596214,0.7215948104858398
9,SGLD,962.80360402927,343.9175035975409,8.14934981014135,0.2577050684950742,0.04301825501825502,0.5629496402877698,0.5621459829583036,2.8472707377208155,0.5212991768747164,0.3085780143737793
9,qSGLD,620.5376056273357,1.6515051956065463,0.3701634674787652,0.011705596638185637,0.8913310353310355,0.8812949640287769,0.9036893028380923,1.0810604940118782,0.9629067016656945,0.5339944362640381
9,cycSGLD,622.5752701531899,3.6891697214607575,1.2598543170547194,0.039840091618888296,0.87788206988207,0.8741007194244604,0.8977950178960098,1.1292619921998124,0.9561823514161644,0.3025546073913574
9,SGHMC,648.668634314578,29.78253388284884,3.8873066150656164,0.12292742867046759,0.7335509175509176,0.8363309352517986,0.8616243375854216,1.6708683100256356,0.8863220234623111,0.31360483169555664
9,AWSGLD,619.8963351450396,1.010234713310524,0.28926098488050184,0.009147235504459141,0.8906908586908587,0.8848920863309353,0.9065494152855794,1.0889251549310588,0.9626960593687213,0.7323188781738281
10,SGLD,989.8966837761213,355.0572865166263,8.565383234962276,0.27086120054701973,0.13802220602220605,0.5981481481481481,0.6079487429851953,2.6237661872549243,0.579134460547504,0.3043661117553711
10,qSGLD,636.4881165296832,1.6487192701881668,0.3613011069511975,0.011425344191058786,0.8942902142902143,0.8685185185185185,0.8933749780014003,1.1324664377877889,0.956976650563607,0.5223627090454102
10,cycSGLD,639.3827124878519,4.543315228356846,1.369305786415252,0.04330125098320245,0.8881605121605123,0.8648148148148148,0.8904409962983929,1.0367225122615318,0.9533011272141707,0.30349230766296387
10,SGHMC,670.7647615672895,35.92536430779444,4.073599036044922,0.12881851228168303,0.8095081135081135,0.837037037037037,0.8645431114127029,1.435145169306898,0.9178542673107891,0.30580925941467285
10,AWSGLD,635.8396345928136,1.0002373333185233,0.2873361292125725,0.009086366223681728,0.8928984048984051,0.8666666666666667,0.8919458345114544,1.132448313748995,0.9581078904991949,0.7100303173065186
11,SGLD,986.0409385728065,345.52881005688926,8.656357481163193,0.2737380588111379,0.13808279408279409,0.6282722513089005,0.6325463404114032,2.6184991137498397,0.5867716239358158,0.30132412910461426
11,qSGLD,642.1645478822052,1.6524193662879725,0.34850344409724987,0.01102064655760473,0.884071916071916,0.8848167539267016,0.9063037591496431,1.23312078884155,0.9608821642123505,0.537860631942749
11,cycSGLD,645.6007820147508,5.088653498833651,1.6128705693277494,0.05100344570128197,0.8775154695154694,0.8830715532286213,0.9044914614806746,1.1056975901102855,0.956235107552591,0.30095601081848145
11,SGHMC,673.9899205598552,33.47779204393805,4.2789535409989545,0.13531239191599376,0.7627169347169348,0.8464223385689355,0.8663776318588696,1.4423914705112244,0.9001434579496548,0.3067457675933838
11,AWSGLD,641.5241638639902,1.0120353480730273,0.2733073360242226,0.008642736830695318,0.8865882105882107,0.8830715532286213,0.9050770050557974,1.246554037467023,0.9621573459870602,0.72055983543396
12,SGLD,999.7173621068637,353.6919338487862,8.53333723853092,0.26984781716089257,0.19195837195837195,0.618348623853211,0.6189240768660277,2.607298929124483,0.5955560036293981,0.3030979633331299
12,qSGLD,647.6889649134014,1.6635366553239237,0.35365608226685374,0.01118358728335142,0.8892224292224293,0.9064220183486239,0.9241697447279905,1.49050963648045,0.972727089424337,0.5171470642089844
12,cycSGLD,650.7225921939054,4.697163935827916,1.4942912822416574,0.04725363939617156,0.8851766251766251,0.9064220183486239,0.9240873221501947,1.2821380950660988,0.9712632321806633,0.30541062355041504
12,SGHMC,677.9272586706827,31.90183041260525,4.047272593657688,0.1279859970753544,0.8074090954090954,0.8587155963302753,0.8829543672698332,1.5048080450340946,0.9348079443492289,0.30663275718688965
12,AWSGLD,647.0386554468155,1.0132271887380284,0.2779793497374036,0.008790478876627244,0.8887195927195928,0.9027522935779817,0.9212828803522378,1.4771848514063226,0.973081963907652,0.7169044017791748
13,SGLD,993.4209860588783,345.2801254048767,8.660305517630919,0.2738629066863721,0.16350777150777152,0.6272401433691757,0.6272620995324278,2.5383892984488505,0.5889245690004703,0.3054971694946289
13,qSGLD,649.8006157841409,1.6597551301392741,0.35727454845030127,0.01129801323111133,0.8836811116811119,0.8584229390681004,0.8848275497324887,1.427584683837663,0.9476110543472972,0.5535569190979004
13,cycSGLD,652.9612743082249,4.82041365422333,1.7276739193560147,0.05463384639235071,0.8692151572151573,0.8548387096774194,0.8819924820520674,1.1881957454246157,0.9381233883131417,0.30428004264831543
13,SGHMC,680.2643961634896,32.123535509487965,4.3307650565033615,0.1369508158961843,0.7734589614589615,0.8225806451612904,0.8522340925968369,1.435280094065242,0.8893957086556706,0.3068211078643799
13,AWSGLD,649.1409317056714,1.0000710516698064,0.27354455115926457,0.008650238231917287,0.8841649281649282,0.8637992831541219,0.8890995439868893,1.4149036340741223,0.9486206393227266,0.7450411319732666
14,SGLD,997.6228591807298,357.53619014721016,8.696060107891935,0.2749935661066809,0.08645945045945047,0.5863970588235294,0.5954367767929,2.8374559231600753,0.554671375128999,0.30863332748413086
14,qSGLD,641.7194729821085,1.632803948588844,0.34429000614408006,0.010887405950486585,0.8931649131649133,0.9117647058823529,0.9285304901759865,1.3760010201100368,0.9746154218266253,0.5206422805786133
14,cycSGLD,644.5934868119899,4.506817778470236,1.4333408921564537,0.04532621882672168,0.8891909651909652,0.9099264705882353,0.926931841314028,1.2349786799523317,0.9728416860165118,0.30532097816467285
14,SGHMC,674.6275427207412,34.540873687221506,4.160373680983112,0.13156256749325385,0.7873506193506193,0.8529411764705882,0.877858765189719,1.637145109295565,0.9284660410216719,0.30600976943969727
14,AWSGLD,641.0951912461109,1.0085222125911741,0.2689148738147362,0.00850383497951339,0.8933412413412414,0.90625,0.9240854846071921,1.3641701859911954,0.9733012448400412,0.7087974548339844
15,SGLD,1003.6745332912036,360.63689283457416,8.866259313918329,0.28037573757663753,0.1065926145926146,0.6166077738515902,0.6089454194182192,2.5814291112902836,0.5582835322662063,0.3072679042816162
15,qSGLD,644.6178557552477,1.5802152986182136,0.33562920446535904,0.010613527353808902,0.896073116073116,0.8798586572438163,0.9018661075831057,1.2597468030027217,0.9578414290599404,0.5183875560760498
15,cycSGLD,648.0020943841727,4.964453927543218,1.4917967298170145,0.04717475472212588,0.8882522762522763,0.8851590106007067,0.9057617399346933,1.1389730605186983,0.9553337349986158,0.3061044216156006
15,SGHMC,682.2574198886597,39.219779432030236,4.438294835784828,0.14035120608443047,0.7524915324915327,0.823321554770318,0.848855156335563,1.5029287098377282,0.8925273973718063,0.31135058403015137
15,AWSGLD,644.0395524836268,1.0019120269973882,0.2618796009758369,0.008281360118196983,0.8974507174507175,0.8833922261484098,0.9047292844297762,1.25784834340429,0.9579147058344597,0.7129051685333252
16,SGLD,980.5554051963593,340.1779420839689,8.053321338096618,0.2546683815762026,0.2885575325575326,0.6365348399246704,0.6464611723420982,2.291649265652205,0.6578447552391393,0.30825352668762207
16,qSGLD,642.0355015065049,1.6580383941145556,0.3597658995821948,0.011376796671391552,0.8884638004638005,0.8851224105461394,0.9070545250524853,1.3333614769294868,0.9673424644332815,0.538877010345459
16,cycSGLD,644.4210621007469,4.043598988356507,1.45264244182258,0.04593658741987989,0.881956565956566,0.8870056497175142,0.9085149118541821,1.1316630967760903,0.9638691128698718,0.30359697341918945
16,SGHMC,667.9261924193149,27.548729306924542,3.739151551796301,0.11824235420229373,0.8335961815961817,0.864406779661017,0.8882640152240617,1.2962427448046279,0.9364878593312694,0.3072776794433594
16,AWSGLD,641.3877427506261,1.0102796382357155,0.28062690284173697,0.00887420185698667,0.8867004947004948,0.8907721280602636,0.911545534002358,1.3402658843133535,0.9668084115339365,0.737879753112793
17,SGLD,1024.334255513789,371.0198866795091,9.088205868483978,0.28739430388918047,0.12189450189450189,0.6105263157894737,0.6170722296122196,2.6886056506529465,0.5640758873929008,0.3105747699737549
17,qSGLD,654.9132111460468,1.59884231176693,0.3303467398783126,0.010446481156266427,0.8843150003150004,0.8666666666666667,0.891622398450854,1.4347579516857585,0.9546552427580579,0.5351133346557617
17,cycSGLD,658.2307812668627,4.916412432582774,1.6189461029736691,0.051195570944502895,0.8858133338133339,0.8719298245614036,0.895770448078472,1.1485762481316106,0.9546552427580579,0.30269622802734375
17,SGHMC,691.2612809740389,37.94691213975898,4.337524386007798,0.13716456466308027,0.7955379155379156,0.8385964912280702,0.8641400771211291,1.429054226419898,0.9098857609139127,0.31302571296691895
17,AWSGLD,654.3150366015714,1.0006677672914748,0.26119001375753026,0.008259553455645096,0.8825134625134625,0.8719298245614036,0.8957674375186915,1.440071200392529,0.9554141166870666,0.7416141033172607
18,SGLD,988.3004659814064,351.44959267727813,8.758935121551758,0.2769818486174733,0.12420164820164821,0.5953237410071942,0.6001926798492014,2.759677661278879,0.5592066887030915,0.30226969718933105
18,qSGLD,638.4220229909854,1.5711496868570975,0.3403998651455821,0.010764388890742034,0.8864109704109705,0.8830935251798561,0.9053111466005771,1.2229386999354517,0.9660622853068896,0.5049259662628174
18,cycSGLD,641.4863678411986,4.635494537070258,1.497137053849289,0.04734363059597911,0.8828578748578749,0.8848920863309353,0.9065059574085019,1.145921358936776,0.962558331713008,0.304180383682251
18,SGHMC,672.6265280233428,35.77565471921446,4.365693619218207,0.13805535403193375,0.7728401688401688,0.8399280575539568,0.8648319433770503,1.5775786844705588,0.9067421738285047,0.3067803382873535
18,AWSGLD,637.8543527196412,1.0034794155128566,0.26841771574297063,0.008488113460874223,0.8854224574224575,0.8884892086330936,0.9096000856779188,1.2305816730567603,0.96526022425303,0.7087757587432861
19,SGLD,971.9816848922126,346.3081677605936,8.295139289112706,0.2623153366194612,0.1238909558909559,0.5893186003683242,0.5942491862605328,2.708304828143996,0.5672795999210158,0.30414533615112305
19,qSGLD,627.3142091994091,1.6406920677901553,0.35964818748670657,0.011373074288092611,0.889852513852514,0.8802946593001841,0.9025425986077037,1.1781290913486155,0.9608141816877627,0.529827356338501
19,cycSGLD,629.5703237151677,3.8968065835487096,1.2435720329015072,0.03932520058454614,0.8792216432216433,0.8802946593001841,0.9018473520090038,1.1502749306309887,0.9552691707871417,0.3041877746582031
19,SGHMC,656.4681653518401,30.79464822022112,3.8549465151803686,0.12190411246098823,0.7562573282573283,0.8139963167587477,0.8402668956366731,1.574532307817499,0.8977396826931989,0.3082621097564697
19,AWSGLD,626.6860983190744,1.012581187455453,0.27891103177002907,0.008819941249408759,0.8878079878079878,0.8784530386740331,0.9011276324620894,1.1773571984863598,0.961116417020282,0.7200171947479248
20,SGLD,983.4932693431497,354.2316408121874,8.550062182223767,0.2703767063189672,0.14657186657186658,0.6097122302158273,0.6096162774587602,2.7698025944735822,0.5778242271048026,0.3049609661102295
20,qSGLD,630.9205588455422,1.6589303145799477,0.35466384461885037,0.011215455527076198,0.8810192690192692,0.8974820143884892,0.9171113846151869,1.1613486995464641,0.9702670296195477,0.5228352546691895
20,cycSGLD,634.1249301691531,4.863301638190819,1.4362751416929176,0.04541900794430686,0.8741748821748823,0.89568345323741,0.9156913462721346,1.150213451288657,0.9670587854041092,0.3025784492492676
20,SGHMC,664.1033205688757,34.84169203791339,4.176789670058014,0.13208168664846512,0.7757163797163797,0.8561151079136691,0.8796577842757425,1.6209382728965087,0.9152731868559206,0.30490660667419434
20,AWSGLD,630.2748875609253,1.0132590299630237,0.2790676823767033,0.008824894976548139,0.8822312462312463,0.9010791366906474,0.9199282838979409,1.1573817685682108,0.9710974463672306,0.725200891494751
21,SGLD,972.9939592631048,338.57909201411667,8.339690981242006,0.2637241848268931,0.1535043215043215,0.6116152450090744,0.6129863639949744,2.621632219813283,0.5964130817020279,0.30566859245300293
21,qSGLD,636.0122708664674,1.5974036174792445,0.3563299131580401,0.011268141240294089,0.8868099708099709,0.8802177858439202,0.902601619784193,1.2716974370162752,0.9612407487499949,0.5178358554840088
21,cycSGLD,638.2229940396152,3.808126790627057,1.4240355739098245,0.045031958826600944,0.8834767514767515,0.8838475499092558,0.9053384786966455,1.1143662144967543,0.9604161698309208,0.30400657653808594
21,SGHMC,663.04675634531,28.631889096321856,3.8884541779156145,0.12296371779410949,0.796891288891289,0.8511796733212341,0.8745189884138889,1.4344677679062683,0.9194742096774845,0.3091449737548828
21,AWSGLD,635.4186399056541,1.0037726566660012,0.2816759171435903,0.008907374601906149,0.8888181968181968,0.8747731397459165,0.8982951705099481,1.2699449296301855,0.9608244172369331,0.7058126926422119
22,SGLD,984.739067615486,340.8664373497114,8.498580429076567,0.2687487103401303,0.25447313047313047,0.6555944055944056,0.6751436312986635,2.393085571403166,0.6441735834259199,0.307919979095459
22,qSGLD,645.5171548336965,1.6445245679219624,0.3372014522931577,0.010663246195629859,0.8807965727965729,0.8863636363636364,0.9077548605837042,1.2456146544583127,0.9622083523952684,0.5352776050567627
22,cycSGLD,648.6923941831866,4.819763917412047,1.6047021482578723,0.05074513754660077,0.878018954018954,0.8898601398601399,0.9105596441794045,1.0400784848625244,0.96256780602575,0.3007969856262207
22,SGHMC,676.9102211346632,33.03759086888863,4.192683420651186,0.1325842911728359,0.8166868566868567,0.8706293706293706,0.8927988654813902,1.3318907635093358,0.9348531141755441,0.3024306297302246
22,AWSGLD,644.8736150328939,1.0009847671193484,0.27334129047283723,0.008643810564638492,0.8822348342348343,0.8916083916083916,0.9118886201863917,1.2509800297457883,0.9622287758970003,0.7190346717834473
23,SGLD,969.650910467006,331.5506721998647,8.190925025467934,0.2590197922415136,0.2555723675723676,0.653169014084507,0.6633607204750471,2.319331846995933,0.6215440792905581,0.29955291748046875
