seed,method,minU,gap,pidist,pirms,spear,topk,ndcg,mse,auc,time
40,SGLD,596.9363727641261,290.62553805435226,8.251925606243763,0.2609487999799607,0.015733635733635735,0.5724381625441696,0.5722228145672092,3.042036345964495,0.507869111396981,0.30028581619262695
40,qSGLD,307.9264164899943,1.6155817802205092,0.3995308045777476,0.012634273378653096,0.8259287139287139,0.8568904593639576,0.8822503115288849,2.182901600616764,0.927215808242823,0.5222756862640381
40,cycSGLD,312.53793155416594,6.227096844392122,3.9678535535995416,0.12547454651367546,0.8057955377955379,0.8639575971731449,0.8798146498866447,1.9884175590808488,0.9239346371171289,0.30100560188293457
40,SGHMC,325.57132473596573,19.260490026191917,5.606507861789632,0.1772933456289574,0.3337951417951418,0.6678445229681979,0.6871354240797317,2.2874440987776996,0.6681701975216165,0.30774497985839844
40,AWSGLD,307.3150104768744,1.0041757671006053,0.3046474189942041,0.009633797273133276,0.8334022374022375,0.8692579505300353,0.8927164139983718,2.1772788697089944,0.9348365927928222,0.6995503902435303
41,SGLD,654.4084457584538,295.9724162360793,7.9566133702271005,0.25161020711266197,0.072994428994429,0.5377358490566038,0.5425986287009839,2.7782051657806472,0.5274508229626655,0.29462361335754395
41,qSGLD,360.14039186631663,1.7043623439421367,0.3963966523255897,0.012535162782147443,0.8215248535248536,0.8339622641509434,0.8608188963879513,2.2527440794325013,0.924199116820554,0.5418708324432373
41,cycSGLD,363.9763007243771,5.5402712020026,3.4619879946637107,0.10947767295296179,0.7881737961737962,0.8377358490566038,0.8563794814723976,1.9422102613278163,0.9048253713368126,0.29720020294189453
41,SGHMC,376.4103869419486,17.97435741957412,5.075740534379903,0.16050900900680679,0.4653890493890494,0.6773584905660377,0.706873182221817,2.0832390469455437,0.7291168205539944,0.3005509376525879
41,AWSGLD,359.4527239463561,1.016694423981619,0.3222682928885007,0.010191018231819058,0.828895344895345,0.8490566037735849,0.874046223041757,2.2383328322867775,0.9316338819751104,0.7151021957397461
42,SGLD,632.8250262210067,292.18476259163697,7.979330359242632,0.25232858138136305,0.01123853923853924,0.5447897623400365,0.5412922391097678,2.8987219999412233,0.4953569742242454,0.2985267639160156
42,qSGLD,342.32880236407465,1.6885387347048777,0.40125980326743,0.01268894911796153,0.8292234252234252,0.8628884826325411,0.8868388232026035,2.1957882873251946,0.9311839413053743,0.5233454704284668
42,cycSGLD,346.4371812458646,5.796917616494852,3.6107186616149036,0.11418094960777882,0.7718783918783919,0.850091407678245,0.8683730331239126,1.9807717450865066,0.9009689617459875,0.29822635650634766
42,SGHMC,359.1844141001358,18.544150470766056,5.236841653765979,0.16560347371543388,0.24156301356301355,0.6288848263254113,0.658995540736461,2.237665407248428,0.6186746088437433,0.3010122776031494
42,AWSGLD,341.64155806437486,1.001294435005093,0.30817535897597775,0.009745360531041053,0.8385486705486705,0.8555758683729433,0.8813232508237459,2.1994730000105327,0.9391705106319439,0.711651086807251
43,SGLD,626.9966958762489,294.00716852010015,7.948648959562586,0.25135835033345405,0.04023804423804424,0.564373897707231,0.5678368846346854,2.7862387020372905,0.507060783427219,0.2960948944091797
43,qSGLD,334.6865376428469,1.6970102866981733,0.40697769638698633,0.012869764774713561,0.8611850011850013,0.8571428571428571,0.881244510676974,1.989124294186628,0.9353185804302049,0.5208282470703125
43,cycSGLD,338.5822303316893,5.59270297554059,3.475413648247417,0.10990222939697093,0.8283157323157323,0.8412698412698413,0.864452366909427,1.773860842511839,0.9158693500494886,0.2971076965332031
