seed,method,minU,gap,pidist,pirms,topk,ndcg,auc,time
0,SGLD,660.3616293041391,228.68857343992596,7.1534553209778915,0.2428040946415142,0.5309278350515464,0.5226089132457002,0.5868986254295533,0.24711847305297852
0,qSGLD,433.38493317193706,1.7118773077239098,0.5006313446068186,0.016992535064831525,0.7525773195876289,0.7828218578498338,0.8377577319587629,0.35608339309692383
0,cycSGLD,438.8420519287677,7.1689960645545625,2.6837952378709216,0.09109394602961976,0.7525773195876289,0.7845783169502666,0.8322970360824743,0.24615764617919922
0,SGHMC,464.74389378404265,33.0708379198295,4.770869382403272,0.16193385840410793,0.6778350515463918,0.6826293315928487,0.7559654209621993,0.24910831451416016
0,AWSGLD,432.67780287540245,1.0047470111892949,0.3814901205389403,0.012948618419479719,0.7474226804123711,0.7789310747173699,0.8395242697594503,0.5108745098114014
1,SGLD,655.3005538896955,224.05979380370854,7.116327714184671,0.2415439015531198,0.5360824742268041,0.527724516250622,0.5835427405498281,0.25235557556152344
1,qSGLD,432.85048236513694,1.6097222791499917,0.4714048862918937,0.016000524430484935,0.7628865979381443,0.7901378068599415,0.8369576890034365,0.3585550785064697
1,cycSGLD,438.1402708729437,6.899510786956739,2.688992987462527,0.09127036914644025,0.7422680412371134,0.775047668757036,0.8199151632302406,0.2517812252044678
1,SGHMC,462.2070843350039,30.966324249016964,4.727600259617154,0.160465208679938,0.6726804123711341,0.6801573268341002,0.7432667525773197,0.2548987865447998
1,AWSGLD,432.2449777553531,1.0042176693661418,0.38674397557200013,0.013126945879069617,0.7757731958762887,0.8005101309823148,0.8413122852233677,0.5160820484161377
2,SGLD,662.2846703809407,225.00478212712954,7.278051755020427,0.24703317317850343,0.520618556701031,0.5142877988417395,0.5801224226804124,0.2501075267791748
2,qSGLD,438.98555705673914,1.7056688029279599,0.4912339185472366,0.016673565640410008,0.770618556701031,0.7951009838199771,0.8432237972508592,0.3570389747619629
2,cycSGLD,444.72632830818543,7.44644005437425,3.0014386159076274,0.10187546480096109,0.729381443298969,0.764904349813446,0.8180143900343643,0.24683475494384766
2,SGHMC,469.58641912186306,32.30653086805188,5.00938259253368,0.17002952426727827,0.6572164948453608,0.6688401117000892,0.7355025773195876,0.2506990432739258
2,AWSGLD,438.2950978435534,1.0152095897421987,0.3814822046799533,0.012948349737718468,0.7757731958762887,0.7994162540733173,0.8509342783505154,0.5117523670196533
3,SGLD,658.7986998194981,223.33496723913373,7.356661234780468,0.2497013527794026,0.5309278350515464,0.5231459367957026,0.5805304982817869,0.25127720832824707
3,qSGLD,437.1707872920103,1.7070547116459238,0.4890569221455102,0.016599673567748434,0.7551546391752577,0.7824035563021156,0.8445661512027491,0.35098743438720703
