K,n,method,minU,minU_std,gap,gap_std,dist,dist_std
3,118,AWSGLD,56.48446923769812,0.4287472256971484,1.034886964860847,0.02658632789841471,2.218158035740995,0.115370121858075
3,118,qSGLD,56.73814769831385,0.41958255763195923,1.2885654254765881,0.09755240631217584,2.849956850337165,0.12309868390093529
3,118,tMH,58.31510725990033,0.45634819450609515,2.865524987063057,0.13089447402355614,3.972015616758508,0.7106079894378686
3,118,cycSGLD,58.60057403493467,0.5824777272349162,3.1509917620973864,0.20933680464821777,7.723921012660225,1.0600280873566696
3,118,SGHMC,64.32847736606962,0.429894785811631,8.878895093232344,0.2455754953931721,10.745157518872563,0.6277313320102504
3,118,SGLD,101.28797696197597,1.6933069494686945,45.8383946891387,1.6727444964178864,15.192766181428889,0.4321992607098993
