#truth,159,n,300,mu,1.8,alpha,0.2,zeta,1.0
seed,method,rmed,thS,thW,thN,piS,piW,piN,spearman,kendall,topk,ndcg,mse,auc,sigma_raw,cov90,jaccard,P0.05,R0.05,F0.05,rFDR0.05,nsel0.05,P0.1,R0.1,F0.1,rFDR0.1,nsel0.1,P0.15,R0.15,F0.15,rFDR0.15,nsel0.15,P0.2,R0.2,F0.2,rFDR0.2,nsel0.2,P0.3,R0.3,F0.3,rFDR0.3,nsel0.3
0,tMH,1.3419416446447756,2.6708182517941292,1.7378670607691442,0.6976254308876333,0.9034508000750261,0.7834686956270085,0.639562530574716,0.5714243835049205,0.3877968877968878,0.75,0.7824496061983455,5.100719877785456,0.793578813713042,1.9495527018286352,0.8417508417508418,0.5460116936746927,0.7837837837837838,0.5878378378378378,0.6718146718146718,0.21621621621621623,111,0.6528497409326425,0.8513513513513513,0.7390029325513195,0.3471502590673575,193,0.5673469387755102,0.9391891891891891,0.7073791348600509,0.4326530612244898,245,0.5195729537366548,0.9864864864864865,0.6806526806526806,0.4804270462633452,281,0.4983164983164983,1.0,0.6651685393258427,0.5016835016835017,297
0,SGLD,4.954311940694665,0.1696665422670748,0.17467192316413283,-0.11679391836022357,0.5381801408889925,0.5393649206928612,0.47372148601847003,0.14531401444153122,0.10032760032760034,0.5878378378378378,0.5880574636292449,2.7055674175700988,0.6017594775984038,1.0184345531356487,0.6094276094276094,0.35318739153713646,0.0,0.0,0,1.0,1,0.6666666666666666,0.013513513513513514,0.026490066225165566,0.3333333333333333,3,0.6666666666666666,0.04054054054054054,0.07643312101910829,0.3333333333333333,9,0.64,0.10810810810810811,0.18497109826589594,0.36,25,0.5833333333333334,0.3783783783783784,0.45901639344262296,0.4166666666666667,96
0,qSGLD,1.6009903945821553,1.6455193347442796,0.4561493773329185,-1.1781743249278718,0.792232751537423,0.565341987708843,0.28552304095207326,0.6501588531789875,0.45509145509145515,0.777027027027027,0.802591306180923,2.1956756614385133,0.8483584255396336,1.694019320706506,0.936026936026936,0.6341092820039016,0.8947368421052632,0.22972972972972974,0.36559139784946243,0.10526315789473684,38,0.8795180722891566,0.49324324324324326,0.6320346320346321,0.12048192771084337,83,0.816,0.6891891891891891,0.7472527472527473,0.184,125,0.759493670886076,0.8108108108108109,0.7843137254901961,0.24050632911392406,158,0.6602870813397129,0.9324324324324325,0.773109243697479,0.3397129186602871,209
0,cycSGLD,1.0145701467216268,0.9925229578430876,0.9381056272124981,1.0395447508857092,0.7250126983621756,0.7138994683695417,0.7338548147278644,-0.07107717845972882,-0.047320047320047326,0.4527027027027027,0.45833546397953634,3.7670695577178535,0.45719209142027933,0.04503142879053463,0.02356902356902357,0.988814317673378,1.0,0.006756756756756757,0.013422818791946308,0.0,1,1.0,0.006756756756756757,0.013422818791946308,0.0,1,0.35714285714285715,0.033783783783783786,0.0617283950617284,0.6428571428571429,14,0.43023255813953487,0.25,0.3162393162393162,0.5697674418604651,86,0.4983164983164983,1.0,0.6651685393258427,0.5016835016835017,297
0,SGHMC,2.314031792995357,0.5929499454643254,0.22123464697655437,-0.46398085634631797,0.6301824731004464,0.548976593844978,0.39592215950033494,0.5168431091249884,0.35690235690235694,0.7094594594594594,0.7423879588148057,1.8038147156894035,0.7863685833484492,1.0267177813701023,0.7575757575757576,0.41075439148510196,1.0,0.006756756756756757,0.013422818791946308,0.0,1,1.0,0.013513513513513514,0.026666666666666665,0.0,2,0.8333333333333334,0.10135135135135136,0.1807228915662651,0.16666666666666666,18,0.8372093023255814,0.24324324324324326,0.3769633507853403,0.16279069767441862,43,0.75,0.6081081081081081,0.6716417910447762,0.25,120
0,AWSGLD,1.4774058247281128,1.808861229008947,0.4806249525457921,-1.0704557406483048,0.8111236366712605,0.5746400744128086,0.29968626799912623,0.6612130739647519,0.46564746564746573,0.7635135135135135,0.7961429300612552,2.159228255599531,0.8510792671866497,1.725302980237633,0.9427609427609428,0.6003399731752873,0.8666666666666667,0.2635135135135135,0.40414507772020714,0.13333333333333333,45,0.8602150537634409,0.5405405405405406,0.6639004149377594,0.13978494623655913,93,0.7941176470588235,0.7297297297297297,0.7605633802816901,0.20588235294117646,136,0.7530120481927711,0.8445945945945946,0.7961783439490445,0.2469879518072289,166,0.6497695852534562,0.9527027027027027,0.7726027397260273,0.35023041474654376,217
1,tMH,1.3737653971631154,3.2275313299971304,2.8031043330885748,1.1923784426094377,0.9406535183138103,0.9035401022838473,0.7180044256570017,0.5208203933036147,0.3589043589043589,0.7544910179640718,0.7571567608435724,7.205038038123991,0.7754491017964071,2.1642048516704957,0.8215488215488216,0.5621166118116387,0.7313432835820896,0.8802395209580839,0.7989130434782609,0.26865671641791045,201,0.6036363636363636,0.9940119760479041,0.751131221719457,0.39636363636363636,275,0.5622895622895623,1.0,0.7198275862068966,0.4377104377104377,297,0.5622895622895623,1.0,0.7198275862068966,0.4377104377104377,297,0.5622895622895623,1.0,0.7198275862068966,0.4377104377104377,297
1,SGLD,4.389301662211637,0.17162142313308712,0.060704615954797994,-0.05940615185540659,0.5381236268635756,0.5128880395492,0.4855225292031414,0.1659997398252432,0.10715260715260716,0.5988023952095808,0.6286532150533118,2.510422121207289,0.5788576692768309,0.9823952216284444,0.5521885521885522,0.418923557789082,1.0,0.005988023952095809,0.011904761904761906,0.0,1,1.0,0.005988023952095809,0.011904761904761906,0.0,1,0.75,0.03592814371257485,0.06857142857142857,0.25,8,0.7619047619047619,0.09580838323353294,0.17021276595744683,0.23809523809523808,21,0.654320987654321,0.31736526946107785,0.4274193548387097,0.345679012345679,81
1,qSGLD,1.5825657331724927,2.2398860567525527,1.149453653071091,-0.02197877732514571,0.8689442777984508,0.7159189503367678,0.498666171805064,0.6473569359475401,0.4583219583219584,0.7844311377245509,0.8042606273283884,2.6136209045374104,0.8342699216950713,1.6670404164483015,0.8922558922558923,0.5755882294021302,0.8676470588235294,0.3532934131736527,0.5021276595744681,0.1323529411764706,68,0.7919463087248322,0.7065868263473054,0.7468354430379747,0.2080536912751678,149,0.7268292682926829,0.8922155688622755,0.8010752688172044,0.2731707317073171,205,0.6558704453441295,0.9700598802395209,0.7826086956521738,0.3441295546558704,247,0.5622895622895623,1.0,0.7198275862068966,0.4377104377104377,297
1,cycSGLD,1.0110550180347595,1.039699242065031,1.0042757908924937,0.9317129702144177,0.7344114660441994,0.7245808107879287,0.714403804342965,0.13129343498471016,0.08685958685958686,0.6347305389221557,0.6244262034982533,2.9178642237420815,0.5727775218793183,0.0445560091436161,0.026936026936026935,1.0,1.0,0.005988023952095809,0.011904761904761906,0.0,1,1.0,0.005988023952095809,0.011904761904761906,0.0,1,0.47619047619047616,0.059880239520958084,0.10638297872340426,0.5238095238095238,21,0.6235294117647059,0.31736526946107785,0.4206349206349207,0.3764705882352941,85,0.5622895622895623,1.0,0.7198275862068966,0.4377104377104377,297
