seed,method,minU,gap,pidist,pirms,topk,ndcg,auc,time
0,SGLD,146.01048652959622,56.07973846043721,3.3984242384428764,0.24785556132335448,0.4358974358974359,0.45986012766903833,0.5026806526806527,0.0685126781463623
0,qSGLD,91.74084752050496,1.8100994513459483,0.5513017575542483,0.04020781308921237,0.6923076923076923,0.7480425476006983,0.8047785547785549,0.0831456184387207
0,cycSGLD,92.89377256743072,2.9630244982717073,1.403720611571902,0.10237684753617741,0.6153846153846154,0.6805163185444923,0.7348484848484849,0.06932473182678223
0,SGHMC,100.84249714309624,10.91174907393723,2.467564443627182,0.1799656332950929,0.5128205128205128,0.5915500392591952,0.6284382284382284,0.07030272483825684
0,AWSGLD,90.99519125632459,1.0644431871655797,0.4586380389678569,0.033449616827328735,0.6794871794871795,0.7406584080241183,0.8040792540792541,0.12740540504455566
1,SGLD,148.3807042756771,58.070677205307206,3.5976073356860367,0.2623824817163034,0.44871794871794873,0.46725295622849355,0.5071095571095571,0.07291555404663086
1,qSGLD,91.61812874961548,1.3081016792455955,0.4656531232891532,0.03396124443477019,0.717948717948718,0.7768008328630234,0.8277389277389279,0.08780527114868164
1,cycSGLD,93.15543091079601,2.8454038404261297,1.3501619605813477,0.09847068145048946,0.6794871794871795,0.7446664898534122,0.7928904428904429,0.07361054420471191
1,SGHMC,101.87854521034356,11.568518139973676,2.4894615845081396,0.18156264642930747,0.5897435897435898,0.6415112048262491,0.6786713286713286,0.07419085502624512
1,AWSGLD,91.31343956467286,1.003412494302978,0.4857752250504892,0.03542879953593871,0.7435897435897436,0.7987333717665916,0.8331002331002331,0.1369948387145996
2,SGLD,146.78719386207655,57.20800661042918,3.4258584824052214,0.24985640920451385,0.44871794871794873,0.4693747364148931,0.49673659673659676,0.06967711448669434
2,qSGLD,91.3847756960811,1.805588444433738,0.5702061343805082,0.041586556471730075,0.6794871794871795,0.7441961431193744,0.7858974358974359,0.08345580101013184
2,cycSGLD,92.32467067574045,2.7454834240930808,1.2794425540165888,0.0933129386318371,0.6666666666666666,0.7261298254914405,0.7313519813519813,0.06955146789550781
2,SGHMC,101.05879118775711,11.47960393610974,2.4246159865293024,0.17683329513037796,0.5256410256410257,0.6019264286396261,0.6346153846153846,0.07009601593017578
2,AWSGLD,90.6441295362171,1.0649422845697245,0.4280532687392604,0.0312189932026491,0.7051282051282052,0.7659551118007637,0.8113053613053613,0.12885761260986328
3,SGLD,148.6811349541406,58.40087743345575,3.3946037363503776,0.2475769225707345,0.4230769230769231,0.4514897633608555,0.4988344988344988,0.06884622573852539
3,qSGLD,92.08245707539398,1.8021995547091336,0.5883784982062725,0.042911912319200954,0.6538461538461539,0.7221116988109056,0.7900932400932401,0.08299398422241211
3,cycSGLD,92.89645020033454,2.6161926796497,1.1951916928203143,0.08716831305579469,0.6666666666666666,0.7251332329790139,0.7589743589743589,0.06924939155578613
3,SGHMC,101.20327017880457,10.923012658119731,2.2745545688262654,0.16588894142167024,0.5256410256410257,0.591315025015883,0.6522144522144523,0.07000160217285156
3,AWSGLD,91.35488757814201,1.0746300574571706,0.4816501889599792,0.03512795035880333,0.6794871794871795,0.7394553271585104,0.8017482517482517,0.12915301322937012
4,SGLD,145.8307873670352,55.23507609806015,3.3408306719522707,0.24365511878011165,0.44871794871794873,0.4697790544753198,0.5113053613053613,0.07314085960388184
