K,n,method,minU,minU_std,gap,gap_std,dist,dist_std
1,76,AWSGLD,33.647570141196226,0.5158810894592574,1.0260209828129263,0.006149289831555084,3.1619675510872436,0.4811544719607101
1,76,qSGLD,34.49449008030753,0.5408875686604153,1.8729409219242257,0.051577107602772516,3.8990642547131715,0.20783414785551965
1,76,tMH,35.02477897338732,0.6125135170733252,2.4032298150040203,0.30738297527285247,4.261172077140094,1.1636284442432538
1,76,cycSGLD,35.38505313189476,0.7667960908739372,2.7635039735114546,0.28865346975149453,6.502894435324235,0.9922423173189955
1,76,SGHMC,39.50042168100303,0.6063495973083778,6.878872522619737,0.25451131558778023,8.489330423732248,0.8098370996348286
1,76,SGLD,64.73545398423528,0.5676595546233065,32.113904825851975,0.9762747783857652,11.802264437546295,0.40450054015001713
