#truth,54,n,100,mu,1.2,alpha,0.35,zeta,1.0
seed,method,rmed,rq95,rmax,ess,thS,thW,thN,piS,piW,piN,lowU,spearman,kendall,topk,ndcg,mse,auc,sigma_raw,cov90,jaccard,P0.05,R0.05,F0.05,rFDR0.05,nsel0.05,P0.1,R0.1,F0.1,rFDR0.1,nsel0.1,P0.15,R0.15,F0.15,rFDR0.15,nsel0.15,P0.2,R0.2,F0.2,rFDR0.2,nsel0.2,P0.3,R0.3,F0.3,rFDR0.3,nsel0.3
0,SGLD,5.0015300357494645,9.128060825991355,10.84256152436405,4.4588292297815535,0.10486838598475105,-0.13346730904234141,-0.03093599417699592,0.5203106597625119,0.46947798300052834,0.4939909297034884,156.587313493901,0.1577917791779178,0.10303030303030304,0.5306122448979592,0.5317388343668724,1.5341108134213188,0.5602240896358543,1.1534361664638129,0.74,0.35869359229961195,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.625,0.10204081632653061,0.17543859649122806,0.375,8,0.53125,0.3469387755102041,0.4197530864197531,0.46875,32
0,qSGLD,1.6655746150037944,2.840742101318794,4.13969560436485,6.741549651526943,1.9327912874968451,-0.5374446159788244,-1.3272380467791707,0.8348408970876081,0.38858362217469883,0.23921293575753666,158.32440662457117,0.7722532253225322,0.5624242424242425,0.7959183673469388,0.8525764128554076,1.1747184553293573,0.8895558223289316,1.6586911150429664,0.97,0.5856498007129287,1.0,0.22448979591836735,0.36666666666666664,0.0,11,1.0,0.5102040816326531,0.6756756756756758,0.0,25,0.9142857142857143,0.6530612244897959,0.7619047619047618,0.08571428571428572,35,0.8604651162790697,0.7551020408163265,0.8043478260869564,0.13953488372093023,43,0.7586206896551724,0.8979591836734694,0.822429906542056,0.2413793103448276,58
0,cycSGLD,1.00723463072536,1.0163550620923627,1.0224074505395637,291.5829269024776,1.0190120512659762,0.9290102978878336,1.0398006655358016,0.7331196825723238,0.7145009082761876,0.7353720108975257,60.62732174154396,-0.03249924992499249,-0.013333333333333334,0.42857142857142855,0.3717933649434818,2.4577369074939077,0.45058023209283715,0.05498080424010833,0.04,0.98,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.15384615384615385,0.04081632653061224,0.06451612903225806,0.8461538461538461,13,0.49,1.0,0.6577181208053691,0.51,100
0,SGHMC,2.5240581022212183,4.355628985764114,5.308917245798883,4.597928900330269,0.7092797163391527,-0.25967096252746324,-0.27511261892290917,0.6489653652689023,0.44187634383101637,0.43554653573175234,126.09068001004779,0.5001740174017402,0.3402020202020202,0.6530612244897959,0.7284218914177736,1.005405035998063,0.7354941976790716,1.186451044621788,0.9,0.394150672411542,1.0,0.02040816326530612,0.039999999999999994,0.0,1,1.0,0.02040816326530612,0.039999999999999994,0.0,1,1.0,0.1836734693877551,0.3103448275862069,0.0,9,0.8888888888888888,0.32653061224489793,0.47761194029850745,0.1111111111111111,18,0.75,0.6122448979591837,0.6741573033707865,0.25,40
0,AWSGLD,1.4916459150297603,2.291945041473874,3.2731712826010404,7.348330198917495,1.638986534443162,-0.3909483860068316,-1.1157772309307545,0.8082571969167668,0.4125862155877086,0.26791130111114075,147.0600895726904,0.7935313531353134,0.5890909090909092,0.8163265306122449,0.8662595327796129,0.7558452937624953,0.8987595038015206,1.6911905437262607,0.97,0.6347120306689815,1.0,0.061224489795918366,0.11538461538461538,0.0,3,1.0,0.3673469387755102,0.5373134328358209,0.0,18,0.9310344827586207,0.5510204081632653,0.6923076923076924,0.06896551724137931,29,0.8947368421052632,0.6938775510204082,0.7816091954022989,0.10526315789473684,38,0.7321428571428571,0.8367346938775511,0.7809523809523811,0.26785714285714285,56
0,acMH,1.1731564012462528,1.4048129775068678,1.6161158320427362,11.81567134022988,2.1002774542460285,0.20567047003718691,-0.5834561126142478,0.8731021140304405,0.5464941811516648,0.36627689063649055,140.89515217900254,0.8076087608760875,0.6153535353535354,0.7959183673469388,0.8523468973657703,0.9788433375842907,0.8967587034813925,1.918283772524079,0.97,0.7058536470553144,1.0,0.10204081632653061,0.1851851851851852,0.0,5,0.9655172413793104,0.5714285714285714,0.717948717948718,0.034482758620689655,29,0.8571428571428571,0.7346938775510204,0.7912087912087913,0.14285714285714285,42,0.7735849056603774,0.8367346938775511,0.803921568627451,0.22641509433962265,53,0.6351351351351351,0.9591836734693877,0.7642276422764227,0.36486486486486486,74
1,SGLD,5.8046496790952276,10.612828599679466,17.325236463324764,4.736220303025256,0.35131387358482546,0.1434685148303845,0.01820507128976122,0.5784374373011689,0.5355006681749276,0.5066105266987595,177.0055805150877,0.10755475547554753,0.07717171717171718,0.5294117647058824,0.5960645507212036,1.5962676067772947,0.5366146458583433,1.3141207462003863,0.81,0.35539420984626463,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.09803921568627451,0.17857142857142855,0.0,5,0.7,0.13725490196078433,0.2295081967213115,0.3,10,0.5365853658536586,0.43137254901960786,0.47826086956521746,0.4634146341463415,41
1,qSGLD,1.723451846223837,2.7446282048507977,3.2519010213383313,6.881460407510507,1.3035150435003944,0.6265283371787115,-0.9542402028890496,0.7519725078157122,0.6357482623629387,0.3090045080565711,170.64541916474985,0.6285988598859886,0.456969696969697,0.7450980392156863,0.7933718756118033,1.190910679722395,0.8383353341336535,1.5381765782802868,0.92,0.5089837392654294,1.0,0.0196078431372549,0.038461538461538464,0.0,1,0.8461538461538461,0.21568627450980393,0.34375000000000006,0.15384615384615385,13,0.9032258064516129,0.5490196078431373,0.6829268292682927,0.0967741935483871,31,0.7872340425531915,0.7254901960784313,0.7551020408163265,0.2127659574468085,47,0.6575342465753424,0.9411764705882353,0.7741935483870968,0.3424657534246575,73
1,cycSGLD,1.0046986340191628,1.015136019694043,1.0205392539593026,234.29178190217198,1.0439960420869363,0.9638298155348544,0.9777086765652987,0.7381390181099068,0.7220082506408045,0.7248662148736077,65.57728496547426,0.20442844284428438,0.13616161616161618,0.6078431372549019,0.6440258002356704,2.064871818248101,0.64265706282513,0.0519727522053534,0.04,0.9807692307692308,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,0.75,0.058823529411764705,0.10909090909090909,0.25,4,0.51,1.0,0.6754966887417219,0.49,100
1,SGHMC,2.87883452542302,4.983840608012456,6.83143007944746,5.315274890653917,0.7320432121365873,0.3254643264542778,-0.2520995691798772,0.6565538110925335,0.5721843583917384,0.44481890824902715,147.76111243812795,0.4032163216321632,0.29131313131313136,0.7058823529411765,0.747238643902341,1.2168142607368748,0.7286914765906362,1.3399280119877761,0.92,0.3922108431744493,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,0.8,0.1568627450980392,0.2622950819672131,0.2,10,0.7391304347826086,0.3333333333333333,0.4594594594594595,0.2608695652173913,23,0.6727272727272727,0.7254901960784313,0.6981132075471698,0.32727272727272727,55
