#truth,54,n,100,mu,2.5,alpha,0.1,zeta,1.0
seed,method,rmed,rq95,rmax,ess,thS,thW,thN,piS,piW,piN,lowU,spearman,kendall,topk,ndcg,mse,auc,sigma_raw,cov90,jaccard,P0.05,R0.05,F0.05,rFDR0.05,nsel0.05,P0.1,R0.1,F0.1,rFDR0.1,nsel0.1,P0.15,R0.15,F0.15,rFDR0.15,nsel0.15,P0.2,R0.2,F0.2,rFDR0.2,nsel0.2,P0.3,R0.3,F0.3,rFDR0.3,nsel0.3
0,SGLD,4.855744217054896,8.690483488530889,9.973462750576399,4.448606040023777,0.3364106156797648,-0.10724270834605966,-0.1396893649842096,0.5740552843061716,0.47483318516543166,0.4696174436380692,160.49803564605315,0.3264206420642064,0.21979797979797985,0.5714285714285714,0.5850512561205495,4.278469040450524,0.6582633053221288,1.1256577416287405,0.45,0.3556700207828898,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.8571428571428571,0.12244897959183673,0.21428571428571427,0.14285714285714285,7,0.6363636363636364,0.42857142857142855,0.5121951219512195,0.36363636363636365,33
0,qSGLD,1.7261848850386627,2.98054407974219,4.162288054655845,6.507273330517228,3.378839192799069,-0.48601376503314525,-2.59712341570672,0.9532412630851617,0.4029992227491032,0.0949993763983397,180.52689802354834,0.8783678367836781,0.6763636363636365,0.8775510204081632,0.9126344539364944,1.3754735107912994,0.9387755102040816,1.5429726842150515,0.98,0.8380696987615227,0.9714285714285714,0.6938775510204082,0.8095238095238094,0.02857142857142857,35,0.9069767441860465,0.7959183673469388,0.8478260869565216,0.09302325581395349,43,0.875,0.8571428571428571,0.8659793814432989,0.125,48,0.8301886792452831,0.8979591836734694,0.8627450980392157,0.16981132075471697,53,0.71875,0.9387755102040817,0.8141592920353982,0.28125,64
0,cycSGLD,1.0088863706633044,1.019452203156671,1.025782131429569,267.6985026476337,1.0291395478256484,0.9280796524262276,1.0308483461472637,0.7350643786329679,0.7143108744221024,0.7336930893366382,69.69450648076489,-0.007344734473447344,0.005656565656565657,0.4489795918367347,0.3905126752170631,6.00567588496245,0.46258503401360546,0.05525745736197886,0.0,0.9535947712418301,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.23076923076923078,0.061224489795918366,0.0967741935483871,0.7692307692307693,13,0.49,1.0,0.6577181208053691,0.51,100
0,SGHMC,2.0502668354906772,3.376018974649257,4.4982185098005685,4.810054864932746,1.3696269726454326,-0.1389960325729849,-0.7478755136493458,0.7877636519655936,0.46614531012147253,0.3296378486704297,108.02132642652829,0.8180018001800178,0.6145454545454547,0.8163265306122449,0.8688733881868101,2.0159886227383055,0.9031612645058024,0.913411999069919,0.65,0.5982010302211255,1.0,0.02040816326530612,0.039999999999999994,0.0,1,1.0,0.02040816326530612,0.039999999999999994,0.0,1,1.0,0.30612244897959184,0.46874999999999994,0.0,15,0.9705882352941176,0.673469387755102,0.7951807228915663,0.029411764705882353,34,0.7818181818181819,0.8775510204081632,0.8269230769230769,0.21818181818181817,55
0,AWSGLD,1.514385990503213,2.4904910236209594,3.3529388743022723,6.541995110427411,3.4132108696711456,-0.3906843957217531,-2.699690973867736,0.9474561965513362,0.4265122250545294,0.10392560591080066,189.39341409265927,0.8572217221722171,0.650909090909091,0.8571428571428571,0.8971717694786027,1.9080349094864977,0.9259703881552621,1.74386804289191,1.0,0.7930134680134681,0.9444444444444444,0.6938775510204082,0.7999999999999999,0.05555555555555555,36,0.9090909090909091,0.8163265306122449,0.8602150537634408,0.09090909090909091,44,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285,49,0.8,0.8979591836734694,0.8461538461538463,0.2,55,0.696969696969697,0.9387755102040817,0.8000000000000002,0.30303030303030304,66
0,acMH,1.1635782728349373,1.3244547583529127,1.4805960019386284,13.9416674397415,4.018973250685116,1.6400908451662681,-1.2477693842208957,0.977466635785184,0.7944000100714158,0.2406101030286388,172.20118757524435,0.893153315331533,0.6917171717171718,0.8367346938775511,0.881791112541595,2.9415414115912033,0.9403761504601841,2.220374747493455,0.98,0.8378621727678333,0.8269230769230769,0.8775510204081632,0.8514851485148514,0.17307692307692307,52,0.746031746031746,0.9591836734693877,0.8392857142857143,0.25396825396825395,63,0.7,1.0,0.8235294117647058,0.3,70,0.6447368421052632,1.0,0.7839999999999999,0.35526315789473684,76,0.5384615384615384,1.0,0.7000000000000001,0.46153846153846156,91
1,SGLD,5.640536828921806,10.401038416072515,17.150243934173478,4.755156014395556,0.4750545371918058,0.15755621869207426,-0.10959146369970428,0.60587735292749,0.5388283062865065,0.4771482088310461,179.19544197831055,0.2596939693969397,0.18181818181818185,0.5882352941176471,0.6642404319448952,4.220136445758319,0.617847138855542,1.3117767506204294,0.49,0.36437460410834904,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.09803921568627451,0.17857142857142855,0.0,5,0.8181818181818182,0.17647058823529413,0.2903225806451613,0.18181818181818182,11,0.6136363636363636,0.5294117647058824,0.5684210526315789,0.38636363636363635,44
1,qSGLD,1.7452871436782624,2.9736237212305756,3.878041956107021,6.487825356207804,2.196394591512948,-0.005358521424668265,-3.025783393752366,0.8592071574677117,0.49317266767511464,0.06863978268857102,195.33797559677654,0.8228142814281427,0.6080808080808081,0.8431372549019608,0.8836479730642091,1.4436234109742154,0.9303721488595439,1.58500056397496,0.94,0.764992990951956,1.0,0.3333333333333333,0.5,0.0,17,0.918918918918919,0.6666666666666666,0.7727272727272727,0.08108108108108109,37,0.8695652173913043,0.7843137254901961,0.8247422680412372,0.13043478260869565,46,0.8490566037735849,0.8823529411764706,0.8653846153846154,0.1509433962264151,53,0.7313432835820896,0.9607843137254902,0.8305084745762712,0.26865671641791045,67
1,cycSGLD,1.0052549686448629,1.0157781527960934,1.021452851212071,216.8853698183326,1.0515316723817214,0.9633057572056191,0.9680385049747957,0.7395733621047584,0.7219022153513878,0.722974629793229,68.56917673160028,0.20754875487548752,0.14141414141414144,0.6078431372549019,0.648592028072264,5.2246298127459525,0.6482593037214885,0.052172112637621317,0.0,0.9807692307692308,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,0.75,0.058823529411764705,0.10909090909090909,0.25,4,0.51,1.0,0.6754966887417219,0.49,100
1,SGHMC,2.8288149206573454,4.666384719567322,6.260408932273532,5.527360139319234,1.142422146938864,0.34637097294153724,-0.7623555138349685,0.7368630778406849,0.5765591416160767,0.32917414634625025,138.03615727192732,0.7015661566156615,0.5046464646464648,0.8431372549019608,0.8733446863840953,2.3547651580659417,0.8823529411764707,1.243220616151202,0.77,0.45478749691129233,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.09803921568627451,0.17857142857142855,0.0,5,0.9411764705882353,0.3137254901960784,0.47058823529411764,0.058823529411764705,17,0.8823529411764706,0.5882352941176471,0.7058823529411764,0.11764705882352941,34,0.7540983606557377,0.9019607843137255,0.8214285714285715,0.2459016393442623,61
1,AWSGLD,1.538228876043208,2.4359504292538467,2.8326068795431625,6.869951332906866,2.3017878452989273,0.07655636755038397,-3.2581143566905344,0.8623113535211973,0.5082183422964245,0.06124893329800822,210.5472202777272,0.8171977197719771,0.6052525252525253,0.8235294117647058,0.8674665269076277,1.6903982720012554,0.9203681472589036,1.7193261482512372,0.95,0.7491991961200489,0.9545454545454546,0.4117647058823529,0.5753424657534247,0.045454545454545456,22,0.8947368421052632,0.6666666666666666,0.7640449438202247,0.10526315789473684,38,0.875,0.8235294117647058,0.8484848484848485,0.125,48,0.7962962962962963,0.8431372549019608,0.8190476190476189,0.2037037037037037,54,0.7352941176470589,0.9803921568627451,0.8403361344537814,0.2647058823529412,68
1,acMH,1.170651128768409,1.296785640995923,1.4054205703781248,13.309087642877582,4.399121434304169,1.909848263449379,-1.6909978724141042,0.9835548511691549,0.8248609130927661,0.17985867245178344,194.54586378109732,0.8749234923492349,0.661818181818182,0.8823529411764706,0.9159369722295435,3.6480934471550905,0.9543817527010804,2.548535273737425,0.94,0.8218159033948508,0.7966101694915254,0.9215686274509803,0.8545454545454545,0.2033898305084746,59,0.7391304347826086,1.0,0.85,0.2608695652173913,69,0.68,1.0,0.8095238095238095,0.32,75,0.6296296296296297,1.0,0.7727272727272727,0.37037037037037035,81,0.5368421052631579,1.0,0.6986301369863014,0.4631578947368421,95
2,SGLD,5.588452967240437,9.989670056927329,11.644124815821243,4.37200781773193,0.15560125392547802,0.3241070098861795,-0.12533148739786273,0.5353257585690059,0.5707515236446211,0.46927586785615194,174.0553458937234,0.12024002400240023,0.0783838383838384,0.6379310344827587,0.6543925702277396,4.328844987067535,0.5706075533661741,1.1909333235628417,0.55,0.41858581881690293,1.0,0.017241379310344827,0.03389830508474576,0.0,1,1.0,0.017241379310344827,0.03389830508474576,0.0,1,0.5,0.034482758620689655,0.06451612903225806,0.5,4,0.5833333333333334,0.1206896551724138,0.2,0.4166666666666667,12,0.6578947368421053,0.43103448275862066,0.5208333333333334,0.34210526315789475,38
2,qSGLD,1.5152611428137512,2.097954472647005,2.6865613659787617,7.296575202952098,2.167841119458325,-0.11177207495031986,-1.5231211519626673,0.8761244441291233,0.47474727011299556,0.21121055215265705,135.1607677830831,0.8192499249924992,0.5979797979797982,0.8620689655172413,0.8992160580733005,1.1448696019834617,0.9256978653530378,1.311123478990707,0.96,0.7538766770494164,1.0,0.20689655172413793,0.34285714285714286,0.0,12,0.9722222222222222,0.603448275862069,0.7446808510638298,0.027777777777777776,36,0.9166666666666666,0.7586206896551724,0.830188679245283,0.08333333333333333,48,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.13793103448275862,58,0.75,0.9827586206896551,0.8507462686567163,0.25,76
2,cycSGLD,1.0076658103868605,1.0240529286750544,1.0343489756757651,150.5785134163656,1.0507367230786515,0.9966959400322098,0.9085252908481053,0.7389556334029294,0.7276501253212249,0.7102116613115302,72.16660462203542,0.17752175217521748,0.1086868686868687,0.6379310344827587,0.6138866987762029,4.271327528619681,0.5792282430213466,0.04795461973076262,0.01,0.9774011299435029,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.5833333333333334,0.1206896551724138,0.2,0.4166666666666667,12,0.58,1.0,0.7341772151898733,0.42,100
2,SGHMC,2.2291365689421436,3.6895025997127973,4.83452799043252,5.671317114298997,0.8339037393002637,0.4272629531360872,-0.6023125232940769,0.6854998815152277,0.5971942924571865,0.3621431372736759,108.24116341728539,0.6165256525652565,0.4238383838383839,0.7758620689655172,0.8033413146441533,2.5640764577149486,0.8329228243021346,0.969370772961798,0.59,0.5303353891962399,1.0,0.017241379310344827,0.03389830508474576,0.0,1,1.0,0.017241379310344827,0.03389830508474576,0.0,1,0.6666666666666666,0.034482758620689655,0.06557377049180328,0.3333333333333333,3,0.8947368421052632,0.29310344827586204,0.44155844155844154,0.10526315789473684,19,0.7796610169491526,0.7931034482758621,0.7863247863247863,0.22033898305084745,59
2,AWSGLD,1.3376254421038354,1.7603769284372226,2.0512569695189327,8.169156512210424,2.057735483206897,-0.05030872387798896,-1.4895039152411276,0.8674341693552211,0.48917616451425744,0.21258463601579877,134.81856336777147,0.815085508550855,0.5915151515151515,0.8620689655172413,0.899480762916919,1.0918801495629664,0.9261083743842364,1.4013589368315498,0.97,0.7622168875900219,1.0,0.1206896551724138,0.21538461538461542,0.0,7,1.0,0.5689655172413793,0.7252747252747253,0.0,33,0.9148936170212766,0.7413793103448276,0.819047619047619,0.0851063829787234,47,0.8596491228070176,0.8448275862068966,0.8521739130434783,0.14035087719298245,57,0.75,0.9827586206896551,0.8507462686567163,0.25,76
2,acMH,1.1410706245710966,1.280631492650036,1.4183056643448468,13.633140103095258,4.183776075834859,2.4986628564502578,-0.5134842254564304,0.9782885415083526,0.9030190199683479,0.38573627955021217,181.91468044507587,0.792151215121512,0.5640404040404041,0.8103448275862069,0.8595123870860241,5.364748821833415,0.8949096880131363,2.243444258408302,0.9,0.7448512272041684,0.7567567567567568,0.9655172413793104,0.8484848484848485,0.24324324324324326,74,0.6823529411764706,1.0,0.8111888111888113,0.3176470588235294,85,0.6236559139784946,1.0,0.7682119205298014,0.3763440860215054,93,0.58,1.0,0.7341772151898733,0.42,100,0.58,1.0,0.7341772151898733,0.42,100
