#truth,54,n,100,mu,1.8,alpha,0.2,zeta,1.0
seed,method,rmed,rq95,rmax,ess,thS,thW,thN,piS,piW,piN,lowU,spearman,kendall,topk,ndcg,mse,auc,sigma_raw,cov90,jaccard,P0.05,R0.05,F0.05,rFDR0.05,nsel0.05,P0.1,R0.1,F0.1,rFDR0.1,nsel0.1,P0.15,R0.15,F0.15,rFDR0.15,nsel0.15,P0.2,R0.2,F0.2,rFDR0.2,nsel0.2,P0.3,R0.3,F0.3,rFDR0.3,nsel0.3
0,SGLD,4.864012375161166,8.759482371192295,10.035926369279153,4.4614456231817385,0.2779867357888135,-0.09978779514947654,-0.11331972756532234,0.5601023126584045,0.47656609752141227,0.47562311949152103,160.56922348493993,0.28865286528652867,0.19595959595959597,0.5510204081632653,0.5649854330117974,2.4248066715356034,0.633453381352541,1.1321359959887536,0.63,0.34927982777297845,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.8571428571428571,0.12244897959183673,0.21428571428571427,0.14285714285714285,7,0.5757575757575758,0.3877551020408163,0.4634146341463415,0.42424242424242425,33
0,qSGLD,1.7085719672620658,2.8819771502323843,3.982377661917808,6.713582605973688,2.854542406531402,-0.3003386545020824,-2.1819784272024405,0.9239235809258746,0.43641300507529296,0.13346467929977324,166.7994307766644,0.8704830483048304,0.6614141414141416,0.8571428571428571,0.8979139500700453,1.409953206514201,0.9339735894357742,1.525921618142478,0.99,0.8384736332849542,1.0,0.5918367346938775,0.7435897435897436,0.0,29,0.925,0.7551020408163265,0.8314606741573034,0.075,40,0.851063829787234,0.8163265306122449,0.8333333333333334,0.14893617021276595,47,0.8301886792452831,0.8979591836734694,0.8627450980392157,0.16981132075471697,53,0.6923076923076923,0.9183673469387755,0.7894736842105262,0.3076923076923077,65
0,cycSGLD,1.0085018953031901,1.0187546929818,1.0250718368132892,276.6693547370751,1.0261860709722193,0.9290318623420635,1.0329654775317785,0.7344974110693883,0.7144994081258402,0.7340921681967313,68.70010291901102,-0.013573357335733572,0.0012121212121212123,0.4489795918367347,0.38914795196625585,3.7943327966881046,0.45898359343737494,0.05517005187916752,0.01,0.9666666666666667,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.0,0.0,0,1.0,1,0.23076923076923078,0.061224489795918366,0.0967741935483871,0.7692307692307693,13,0.49,1.0,0.6577181208053691,0.51,100
0,SGHMC,2.1474058477043796,3.522202046335856,4.597614662601984,4.764476495329797,1.2019677555205095,-0.09643106156669824,-0.6420190531318302,0.7573578253115558,0.4758977494094562,0.3529260085852302,109.94885075218419,0.7956555655565556,0.5903030303030303,0.8163265306122449,0.8650668702665955,1.0392738890321815,0.8887555022008803,0.9613262798178661,0.82,0.5436580966822903,1.0,0.02040816326530612,0.039999999999999994,0.0,1,1.0,0.02040816326530612,0.039999999999999994,0.0,1,1.0,0.22448979591836735,0.36666666666666664,0.0,11,0.9629629629629629,0.5306122448979592,0.6842105263157895,0.037037037037037035,27,0.8076923076923077,0.8571428571428571,0.8316831683168318,0.19230769230769232,52
0,AWSGLD,1.5358038220559262,2.476926004447485,3.4749029556832776,6.355225845426014,2.8645948722924053,-0.17699843419281916,-2.2032749372859413,0.9173889541767982,0.46544513649747143,0.14910363417734596,178.285729155292,0.8397119711971196,0.6315151515151516,0.8367346938775511,0.8821274063343993,1.8300167799470362,0.9163665466186474,1.7747596386559703,1.0,0.7306210834682437,0.9666666666666667,0.5918367346938775,0.7341772151898733,0.03333333333333333,30,0.9024390243902439,0.7551020408163265,0.8222222222222222,0.0975609756097561,41,0.8541666666666666,0.8367346938775511,0.845360824742268,0.14583333333333334,48,0.7818181818181819,0.8775510204081632,0.8269230769230769,0.21818181818181817,55,0.6764705882352942,0.9387755102040817,0.7863247863247864,0.3235294117647059,68
0,acMH,1.2054977994171052,1.499969061787079,1.690882536091287,12.70649800349397,4.119836442585337,1.5941638128010718,-1.2770734268693356,0.9747025520008625,0.7782112391797406,0.2471793504667956,224.7903610324718,0.8882808280828082,0.6921212121212122,0.8571428571428571,0.8953850823073771,3.6960389883687372,0.9391756702681072,2.5667495470397443,0.98,0.8209368316286555,0.8235294117647058,0.8571428571428571,0.84,0.17647058823529413,51,0.7301587301587301,0.9387755102040817,0.8214285714285714,0.2698412698412698,63,0.7,1.0,0.8235294117647058,0.3,70,0.6447368421052632,1.0,0.7839999999999999,0.35526315789473684,76,0.5384615384615384,1.0,0.7000000000000001,0.46153846153846156,91
1,SGLD,5.643642459603169,10.47821496892783,17.2100542913118,4.776274736089581,0.41573997741795676,0.16169036175145735,-0.047181489558267356,0.5933377825726099,0.5397532323100788,0.49159801173008655,179.8502948984899,0.18909090909090906,0.13252525252525255,0.5686274509803921,0.6344585626206668,2.552930232113447,0.5798319327731091,1.3105914719216867,0.64,0.36743766717141213,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.09803921568627451,0.17857142857142855,0.0,5,0.8,0.1568627450980392,0.2622950819672131,0.2,10,0.5581395348837209,0.47058823529411764,0.5106382978723404,0.4418604651162791,43
1,qSGLD,1.7255465669462473,2.874917518956404,3.5739672848150916,6.4879433170194245,1.8427280276052413,0.33360630746262665,-1.7717225217794204,0.8212627940947227,0.5667203500428707,0.18547110838284456,185.54540430300713,0.7583438343834382,0.5543434343434345,0.803921568627451,0.8511367883934663,1.2764660901272658,0.8983593437374949,1.4883177671654755,0.94,0.6553075396825396,1.0,0.19607843137254902,0.3278688524590164,0.0,10,0.9333333333333333,0.5490196078431373,0.6913580246913581,0.06666666666666667,30,0.8409090909090909,0.7254901960784313,0.7789473684210527,0.1590909090909091,44,0.7924528301886793,0.8235294117647058,0.8076923076923077,0.20754716981132076,53,0.6901408450704225,0.9607843137254902,0.8032786885245901,0.30985915492957744,71
1,cycSGLD,1.0050316202759353,1.0154050762032258,1.0209926286686148,226.73704091972485,1.0480519767352767,0.9639537573201385,0.9730700376395,0.7389070472807174,0.7220303827758016,0.7239588428914953,67.98488714197468,0.20506450645064503,0.13858585858585862,0.6078431372549019,0.6459641149348524,3.232679793591804,0.646658663465386,0.052112215433579384,0.03,0.9807692307692308,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,0.75,0.058823529411764705,0.10909090909090909,0.25,4,0.51,1.0,0.6754966887417219,0.49,100
1,SGHMC,2.8056163692565343,4.816495475644718,6.601671608596313,5.552664818691825,0.9547698551436771,0.37506608017336923,-0.4864396374770857,0.7037891558589551,0.5828574490461081,0.391177371642721,144.47774900097417,0.5847944794479448,0.42060606060606065,0.803921568627451,0.8328907648109333,1.6024038202945903,0.822328931572629,1.2546596072042133,0.86,0.42914262887637383,1.0,0.0196078431372549,0.038461538461538464,0.0,1,1.0,0.0196078431372549,0.038461538461538464,0.0,1,0.9230769230769231,0.23529411764705882,0.375,0.07692307692307693,13,0.8214285714285714,0.45098039215686275,0.5822784810126583,0.17857142857142858,28,0.7213114754098361,0.8627450980392157,0.7857142857142857,0.2786885245901639,61
