ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,0,150,54,acMH,1.0564,1.2017,1.3049,19.42,1.6431,0.8374,0.7885,0.6864,83.83,0.6111,0.6111,0.6642,0.7863,8000
3,0,150,54,SGLD,3.1184,5.4938,7.0043,5.85,0.5865,0.3122,0.632,0.5738,118.03,0.5185,0.5185,0.5704,0.6389,8000
3,0,150,54,qSGLD,1.4005,1.902,2.3693,8.15,2.3036,0.9621,0.8503,0.6999,156.48,0.7037,0.7037,0.75,0.8146,8000
3,0,150,54,cycSGLD,1.6376,3.4921,5.0636,12.71,0.8047,0.3246,0.6771,0.5791,49.0,0.6852,0.6852,0.7423,0.8166,8000
3,0,150,54,SGHMC,1.9192,3.2955,4.64,6.59,0.8916,0.3579,0.6881,0.5845,114.79,0.5926,0.5926,0.6693,0.7359,8000
3,0,150,54,AWSGLD,1.0624,1.1677,1.2374,59.65,1.365,0.6642,0.7564,0.6534,49.0,0.6481,0.6481,0.6996,0.7865,8000
