doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
27,40,10,acMH,1.0182,1.0402,1.0432,64.99,1.4707,0.7742,0.7704,0.6791,10.0,0.6,0.6,0.6718,0.6767,8000
27,40,10,SGLD,3.4246,5.2515,6.8734,5.79,0.5055,0.3671,0.6134,0.5844,27.22,0.5,0.5,0.4164,0.59,8000
27,40,10,qSGLD,1.4807,1.9218,2.0054,7.69,1.8213,0.7684,0.7693,0.6588,25.35,0.4,0.4,0.5638,0.6633,8000
27,40,10,cycSGLD,1.6688,2.9695,5.4658,13.16,0.8193,0.3163,0.6809,0.5765,10.0,0.7,0.7,0.7421,0.7633,8000
27,40,10,SGHMC,2.0703,2.9592,3.1355,6.54,0.6673,0.4069,0.6358,0.5872,27.98,0.5,0.5,0.4419,0.5733,8000
27,40,10,AWSGLD,1.1683,1.3992,1.4616,68.52,1.1761,0.4607,0.7378,0.6095,10.0,0.7,0.7,0.7574,0.8367,8000
