ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,8,213,88,acMH,1.1046,1.2971,1.5308,14.82,1.2527,0.8098,0.7491,0.6824,112.39,0.5909,0.5909,0.6413,0.6783,8000
3,8,213,88,SGLD,3.306,5.5311,7.7682,6.06,0.3994,0.3337,0.5916,0.5772,162.05,0.4773,0.4773,0.4867,0.5383,8000
3,8,213,88,qSGLD,1.3931,1.7524,2.0356,8.24,1.4658,0.7828,0.7431,0.6593,203.03,0.5341,0.5341,0.6019,0.6314,8000
3,8,213,88,cycSGLD,2.0637,4.2338,5.4265,12.9,0.5658,0.263,0.6282,0.5636,73.0,0.5341,0.5341,0.6154,0.679,8000
3,8,213,88,SGHMC,2.0386,3.38,4.3143,6.82,0.4865,0.3777,0.6058,0.5843,154.81,0.4773,0.4773,0.5137,0.5465,8000
3,8,213,88,AWSGLD,1.1098,1.2949,1.4722,57.37,0.8132,0.3994,0.6758,0.5947,73.0,0.5455,0.5455,0.6248,0.6995,8000
