doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
23,79,34,acMH,1.0745,1.2306,1.3097,31.44,1.59,1.0697,0.8117,0.7331,35.31,0.7059,0.7059,0.6871,0.7719,8000
23,79,34,SGLD,3.1615,5.5371,6.1799,5.96,0.4662,0.2415,0.6078,0.5554,54.86,0.5,0.5,0.5,0.6163,8000
23,79,34,qSGLD,1.2331,1.8933,2.16,8.49,1.9038,1.2804,0.8319,0.7427,65.85,0.5882,0.5882,0.5538,0.7222,8000
23,79,34,cycSGLD,1.7555,2.6918,3.2203,10.11,0.7461,0.4878,0.6739,0.6163,27.0,0.6471,0.6471,0.6285,0.7359,8000
23,79,34,SGHMC,2.0169,3.4835,4.0202,6.8,0.4668,0.2331,0.6061,0.551,56.34,0.5,0.5,0.4773,0.6203,8000
23,79,34,AWSGLD,1.0941,1.1939,1.3222,54.31,1.0407,0.6865,0.7292,0.6573,27.0,0.6765,0.6765,0.6369,0.7471,8000
