ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
10,2,408,188,acMH,1.1853,1.5049,1.7435,10.44,1.439,0.6531,0.7585,0.6445,334.26,0.6649,0.6649,0.7051,0.7572,8000
10,2,408,188,SGLD,3.0159,5.3459,8.6754,5.92,0.3788,0.2261,0.5876,0.5536,342.64,0.5372,0.5372,0.5712,0.5807,8000
10,2,408,188,qSGLD,1.1981,1.4115,1.6199,9.97,1.536,0.7232,0.7698,0.654,332.07,0.6543,0.6543,0.6934,0.7385,8000
10,2,408,188,cycSGLD,1.4378,2.9781,5.2004,14.17,0.6432,0.2177,0.6431,0.5517,168.0,0.6862,0.6862,0.7211,0.7778,8000
10,2,408,188,SGHMC,1.8086,2.9138,6.0578,6.98,0.5294,0.2199,0.6193,0.5503,320.25,0.5851,0.5851,0.6089,0.652,8000
10,2,408,188,AWSGLD,1.1285,1.3791,1.6654,51.93,1.0387,0.4471,0.7082,0.6034,168.0,0.6968,0.6968,0.7288,0.7791,8000
