ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
10,9,351,170,acMH,1.1511,1.384,1.6718,11.1,1.4556,0.694,0.754,0.6589,274.5,0.6588,0.6588,0.7124,0.7262,8000
10,9,351,170,SGLD,3.0138,5.1103,8.2856,5.98,0.4118,0.1462,0.5954,0.5346,296.85,0.6059,0.6059,0.6348,0.6456,8000
10,9,351,170,qSGLD,1.2754,1.6395,1.9932,9.11,1.7834,0.6925,0.7816,0.6514,358.55,0.6765,0.6765,0.7273,0.7543,8000
10,9,351,170,cycSGLD,1.3286,2.4088,4.2341,14.17,0.6594,0.1888,0.6423,0.5465,151.0,0.7176,0.7176,0.7703,0.8044,8000
10,9,351,170,SGHMC,1.8486,2.8624,5.2095,6.94,0.563,0.1108,0.6236,0.5257,307.79,0.6529,0.6529,0.7013,0.7149,8000
10,9,351,170,AWSGLD,1.1207,1.331,1.6463,54.13,1.0288,0.3938,0.7006,0.5948,151.0,0.7235,0.7235,0.7696,0.8002,8000
