doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
41,53,22,acMH,1.0807,1.1418,1.1642,45.68,0.646,0.176,0.6472,0.5428,23.93,0.6818,0.6818,0.7628,0.7566,8000
41,53,22,SGLD,3.2317,5.4904,7.0853,5.95,0.461,0.2492,0.6086,0.5579,41.85,0.5455,0.5455,0.5,0.6232,8000
41,53,22,qSGLD,1.3777,1.9589,2.7993,7.91,1.0632,0.5338,0.7204,0.6203,55.77,0.6818,0.6818,0.7428,0.7287,8000
41,53,22,cycSGLD,2.0951,4.5784,6.3868,15.57,0.4785,0.218,0.6141,0.5536,17.0,0.6364,0.6364,0.7053,0.783,8000
41,53,22,SGHMC,2.0572,3.6639,4.4537,6.86,0.5249,0.2088,0.6206,0.5495,36.24,0.5455,0.5455,0.619,0.6818,8000
41,53,22,AWSGLD,1.1193,1.201,1.2434,47.92,0.4315,0.1671,0.6028,0.5411,17.0,0.6818,0.6818,0.7486,0.676,8000
