ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
10,4,518,259,acMH,1.2194,1.5659,1.9635,8.88,1.3407,0.8126,0.7454,0.6707,491.84,0.6216,0.6216,0.6512,0.6655,8000
10,4,518,259,SGLD,2.9767,5.2789,8.5372,5.98,0.394,0.2431,0.5896,0.5556,425.0,0.5367,0.5367,0.5511,0.5724,8000
10,4,518,259,qSGLD,1.2037,1.4791,1.8601,10.11,1.465,0.7773,0.7619,0.6601,442.22,0.668,0.668,0.6905,0.7119,8000
10,4,518,259,cycSGLD,1.5297,2.8986,5.989,14.51,0.6118,0.2585,0.636,0.5612,228.0,0.6525,0.6525,0.6912,0.7237,8000
10,4,518,259,SGHMC,1.7981,3.0532,5.9585,6.91,0.5431,0.2604,0.6179,0.5585,416.86,0.5907,0.5907,0.6109,0.6244,8000
10,4,518,259,AWSGLD,1.0817,1.2187,1.4962,49.6,0.9264,0.4924,0.6914,0.6116,228.0,0.6525,0.6525,0.6845,0.7174,8000
