doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
21,48,12,acMH,1.0306,1.115,1.1663,51.99,2.3944,1.0441,0.8393,0.7311,24.64,0.5833,0.5833,0.708,0.7454,8000
21,48,12,SGLD,3.0997,4.8791,6.7496,6.06,0.597,0.3194,0.638,0.5744,26.46,0.5,0.5,0.4299,0.669,8000
21,48,12,qSGLD,1.4098,1.704,1.9135,8.58,2.6576,1.2871,0.8697,0.7684,31.7,0.5833,0.5833,0.6975,0.7269,8000
21,48,12,cycSGLD,1.7226,2.8098,3.792,13.51,0.9401,0.3999,0.7035,0.5976,11.0,0.5833,0.5833,0.7037,0.7662,8000
21,48,12,SGHMC,1.8976,3.1462,3.4236,6.89,0.7891,0.3041,0.6747,0.5722,24.74,0.5833,0.5833,0.6916,0.7407,8000
21,48,12,AWSGLD,1.0605,1.137,1.1899,75.5,1.0891,0.47,0.7294,0.6143,11.0,0.5833,0.5833,0.7037,0.7963,8000
