doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
22,25,13,acMH,1.014,1.0304,1.0376,86.38,1.1547,0.8998,0.7575,0.708,10.0,0.8462,0.8462,0.826,0.8846,8000
22,25,13,SGLD,2.9992,5.9668,6.4654,5.99,0.6891,0.1474,0.6562,0.5338,15.86,0.7692,0.7692,0.7804,0.75,8000
22,25,13,qSGLD,1.392,1.8608,1.9175,7.89,3.4408,0.5302,0.9245,0.5437,27.39,0.7692,0.7692,0.8217,0.8462,8000
22,25,13,cycSGLD,2.0169,3.1103,3.1895,10.38,0.8376,0.1973,0.6939,0.5474,10.0,0.8462,0.8462,0.8906,0.9103,8000
22,25,13,SGHMC,2.1956,3.8983,4.2291,6.55,0.946,-0.0977,0.7014,0.4673,15.92,0.7692,0.7692,0.7722,0.7821,8000
22,25,13,AWSGLD,1.0867,1.1395,1.1552,58.88,1.2066,0.5641,0.7664,0.6345,10.0,0.8462,0.8462,0.8887,0.9423,8000
