doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
39,36,23,acMH,1.0357,1.097,1.1138,67.25,1.2794,0.9268,0.7685,0.7114,16.49,0.7391,0.7391,0.7928,0.7492,8000
39,36,23,SGLD,3.3367,5.6126,6.562,6.08,0.6617,0.6038,0.6474,0.6405,30.19,0.6957,0.6957,0.7208,0.505,8000
39,36,23,qSGLD,1.3275,2.348,2.5122,9.68,1.942,1.6382,0.8209,0.7927,33.52,0.6957,0.6957,0.702,0.5819,8000
39,36,23,cycSGLD,1.756,3.5873,4.2673,15.42,0.6877,0.3729,0.6612,0.5914,16.0,0.7826,0.7826,0.8434,0.7893,8000
39,36,23,SGHMC,1.9113,3.6778,4.9722,7.38,0.9746,0.8545,0.7068,0.6888,28.72,0.6522,0.6522,0.6732,0.5452,8000
39,36,23,AWSGLD,1.0408,1.1044,1.1424,70.29,1.0504,0.672,0.732,0.6592,16.0,0.7391,0.7391,0.8054,0.7358,8000
