ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
10,0,451,172,acMH,1.2051,1.526,1.9124,9.69,1.5843,0.7976,0.7715,0.6767,310.58,0.5814,0.5814,0.6376,0.721,8000
10,0,451,172,SGLD,2.8247,5.4668,9.5239,6.04,0.4258,0.2421,0.5977,0.5563,350.08,0.4419,0.4419,0.4715,0.5956,8000
10,0,451,172,qSGLD,1.2364,1.5691,1.8599,9.16,1.6129,0.7178,0.7786,0.6577,409.23,0.6337,0.6337,0.6802,0.758,8000
10,0,451,172,cycSGLD,1.5284,3.1133,6.2472,14.02,0.6461,0.2346,0.6445,0.5573,174.0,0.6628,0.6628,0.7152,0.7862,8000
10,0,451,172,SGHMC,1.7613,3.1263,7.1067,6.86,0.5622,0.2282,0.6249,0.553,339.37,0.5523,0.5523,0.5879,0.6641,8000
10,0,451,172,AWSGLD,1.1644,1.4174,1.7576,50.82,1.1954,0.5533,0.7305,0.6296,174.0,0.657,0.657,0.7007,0.7851,8000
