doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
28,38,16,acMH,1.0658,1.1632,1.1825,43.18,0.0975,-0.5358,0.5124,0.3758,16.24,0.5625,0.5625,0.645,0.6619,8000
28,38,16,SGLD,3.1745,4.8186,5.684,5.84,0.6325,0.3362,0.6452,0.5795,21.81,0.625,0.625,0.6865,0.696,8000
28,38,16,qSGLD,1.1956,1.3786,1.4636,8.73,0.6847,0.339,0.6465,0.5762,22.42,0.625,0.625,0.6627,0.6193,8000
28,38,16,cycSGLD,1.8428,4.8226,5.8249,12.75,0.4649,0.1705,0.6103,0.5417,12.0,0.625,0.625,0.6938,0.7102,8000
28,38,16,SGHMC,1.8641,3.1477,3.4545,6.82,0.7012,0.3754,0.6585,0.5866,20.08,0.5,0.5,0.5812,0.6619,8000
28,38,16,AWSGLD,1.093,1.1597,1.1777,53.87,0.4259,0.1038,0.6001,0.5249,12.0,0.625,0.625,0.687,0.7102,8000
