ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,2,184,89,acMH,1.0972,1.2489,1.522,17.47,1.5353,0.9415,0.7861,0.7085,105.76,0.6742,0.6742,0.7206,0.7156,8000
3,2,184,89,SGLD,3.0337,5.3542,7.7769,6.17,0.3439,0.3429,0.5804,0.5802,129.49,0.4719,0.4719,0.4659,0.4892,8000
3,2,184,89,qSGLD,1.1835,1.4116,1.6568,10.08,1.5633,1.0658,0.7814,0.7271,128.47,0.5843,0.5843,0.6425,0.6303,8000
3,2,184,89,cycSGLD,1.7263,3.123,5.0385,11.27,0.6981,0.3875,0.6566,0.5937,69.0,0.5843,0.5843,0.6575,0.6816,8000
3,2,184,89,SGHMC,1.8059,2.92,5.1707,7.22,0.5436,0.4592,0.6195,0.6042,127.83,0.4831,0.4831,0.5215,0.5293,8000
3,2,184,89,AWSGLD,1.0811,1.2775,1.5063,60.26,1.0673,0.6175,0.7201,0.6451,69.0,0.6517,0.6517,0.7088,0.7125,8000
