doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
40,34,11,acMH,1.0285,1.2118,1.3506,69.86,2.5898,1.0045,0.8525,0.7208,13.92,0.6364,0.6364,0.7366,0.7431,8000
40,34,11,SGLD,3.2134,5.8514,7.5797,6.41,0.644,0.4993,0.6482,0.6136,17.14,0.5455,0.5455,0.4201,0.5889,8000
40,34,11,qSGLD,1.3047,1.6506,2.1192,8.75,1.7483,0.869,0.7735,0.6904,19.97,0.3636,0.3636,0.5221,0.6087,8000
40,34,11,cycSGLD,1.9021,3.2245,4.0265,11.02,1.0193,0.4048,0.7105,0.5991,9.0,0.6364,0.6364,0.7366,0.7866,8000
40,34,11,SGHMC,2.1182,3.6661,6.2698,7.41,0.8917,0.5104,0.6881,0.6144,19.28,0.5455,0.5455,0.5921,0.6403,8000
40,34,11,AWSGLD,1.072,1.1267,1.1986,75.82,1.2647,0.5347,0.7431,0.6289,9.0,0.6364,0.6364,0.7229,0.7747,8000
