ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,3,152,63,acMH,1.0632,1.168,1.3117,19.65,1.38,0.7244,0.7504,0.6662,90.07,0.6667,0.6667,0.7152,0.7228,8000
3,3,152,63,SGLD,2.9289,5.7177,7.3199,6.14,0.3333,0.2591,0.5788,0.5609,113.08,0.4444,0.4444,0.4586,0.5495,8000
3,3,152,63,qSGLD,1.261,1.6262,2.0475,9.55,1.7549,0.9065,0.7874,0.6947,122.04,0.6032,0.6032,0.665,0.7059,8000
3,3,152,63,cycSGLD,1.7217,3.3212,7.4583,14.91,0.5234,0.2092,0.6157,0.5513,54.0,0.5714,0.5714,0.6606,0.6713,8000
3,3,152,63,SGHMC,1.8167,2.9549,5.0296,7.19,0.5095,0.2245,0.6162,0.5534,105.1,0.5397,0.5397,0.5992,0.6428,8000
3,3,152,63,AWSGLD,1.1015,1.2709,1.3726,58.02,1.0745,0.5484,0.7089,0.6301,54.0,0.619,0.619,0.6877,0.6923,8000
