doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
36,45,11,acMH,1.0436,1.2062,1.4893,48.19,0.7129,-1.9593,0.5675,0.2002,190.96,0.6364,0.6364,0.7048,0.8128,8000
36,45,11,SGLD,3.5074,6.0461,6.6119,6.12,0.402,0.3007,0.5941,0.5692,28.44,0.2727,0.2727,0.2118,0.5267,8000
36,45,11,qSGLD,1.3106,1.6736,1.8832,8.44,1.1054,0.1902,0.7268,0.5387,32.64,0.5455,0.5455,0.571,0.7995,8000
36,45,11,cycSGLD,1.9051,4.7098,5.9383,12.2,0.4886,0.1225,0.6144,0.5303,11.0,0.6364,0.6364,0.7229,0.8663,8000
36,45,11,SGHMC,2.1987,3.3456,3.7201,6.72,0.3956,0.2035,0.5899,0.5466,26.14,0.3636,0.3636,0.3012,0.5642,8000
36,45,11,AWSGLD,1.1096,1.2534,1.3462,62.89,0.8004,0.3406,0.6738,0.5824,11.0,0.6364,0.6364,0.6775,0.7807,8000
