doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
24,31,10,acMH,1.0344,1.1747,1.265,53.39,2.7593,1.225,0.8635,0.7459,9.18,0.5,0.5,0.6489,0.7476,8000
24,31,10,SGLD,3.0534,4.9045,5.7315,6.31,0.5932,0.4588,0.636,0.6085,15.88,0.4,0.4,0.5389,0.5905,8000
24,31,10,qSGLD,1.1766,1.4124,1.4972,9.56,2.0453,1.1755,0.8135,0.7536,16.11,0.5,0.5,0.6489,0.6238,8000
24,31,10,cycSGLD,1.6519,3.1006,3.1622,11.78,0.9833,0.4178,0.7135,0.6015,9.0,0.6,0.6,0.7184,0.7952,8000
24,31,10,SGHMC,2.1037,2.9217,3.1393,7.07,0.8375,0.5513,0.6773,0.6281,16.13,0.4,0.4,0.5326,0.5857,8000
24,31,10,AWSGLD,1.1246,1.2003,1.3497,73.55,1.1899,0.5491,0.7484,0.6322,9.0,0.6,0.6,0.7184,0.8,8000
