ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
10,8,506,230,acMH,1.2472,1.5481,1.9349,9.07,1.3259,0.7603,0.7411,0.6635,408.21,0.613,0.613,0.6457,0.6707,8000
10,8,506,230,SGLD,2.9147,5.2297,8.6138,5.96,0.3936,0.209,0.5905,0.5493,409.48,0.513,0.513,0.5526,0.5882,8000
10,8,506,230,qSGLD,1.3107,1.7004,2.2481,8.61,1.3633,0.6757,0.7425,0.6443,506.67,0.5957,0.5957,0.6426,0.6817,8000
10,8,506,230,cycSGLD,1.5229,3.0179,5.4558,14.68,0.5741,0.2453,0.628,0.559,204.0,0.6217,0.6217,0.6677,0.7081,8000
10,8,506,230,SGHMC,1.8318,2.8426,5.3754,6.81,0.4892,0.1827,0.6083,0.5435,419.17,0.5391,0.5391,0.6006,0.6263,8000
10,8,506,230,AWSGLD,1.113,1.3427,1.6819,48.11,0.935,0.5026,0.6906,0.6154,204.0,0.6261,0.6261,0.6636,0.7046,8000
