ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,4,191,72,acMH,1.0939,1.2341,1.453,15.22,1.5639,0.9028,0.7807,0.6997,99.67,0.6111,0.6111,0.6667,0.7073,8000
3,4,191,72,SGLD,2.8928,5.6911,7.678,6.02,0.4684,0.1768,0.6078,0.5416,145.15,0.5,0.5,0.5558,0.6524,8000
3,4,191,72,qSGLD,1.2862,1.7272,2.0237,8.41,1.9537,0.8601,0.8012,0.675,192.15,0.6111,0.6111,0.67,0.7323,8000
3,4,191,72,cycSGLD,1.4312,2.4479,5.3892,11.98,0.7627,0.3138,0.6685,0.5757,69.0,0.6389,0.6389,0.7022,0.7661,8000
3,4,191,72,SGHMC,1.801,3.2126,5.0456,6.67,0.6042,0.1293,0.632,0.5314,152.83,0.5833,0.5833,0.66,0.7073,8000
3,4,191,72,AWSGLD,1.0892,1.2929,1.538,58.95,1.1595,0.5343,0.7304,0.6235,69.0,0.6667,0.6667,0.7125,0.7575,8000
