doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
32,41,14,acMH,1.0174,1.1628,1.2446,57.67,1.4292,0.937,0.7746,0.7138,12.0,0.5714,0.5714,0.644,0.7143,8000
32,41,14,SGLD,3.4942,5.4537,7.6097,6.2,0.6682,0.272,0.6556,0.5626,27.7,0.5,0.5,0.5748,0.7354,8000
32,41,14,qSGLD,1.2472,1.4412,1.5265,9.9,1.8128,1.1135,0.8132,0.7296,26.05,0.5714,0.5714,0.647,0.7037,8000
32,41,14,cycSGLD,1.9354,3.428,4.5171,10.52,0.8962,0.4586,0.6963,0.6083,12.0,0.5,0.5,0.6065,0.7513,8000
32,41,14,SGHMC,2.3035,4.0694,5.3006,7.0,0.8477,0.184,0.6873,0.5414,26.07,0.5714,0.5714,0.6356,0.791,8000
32,41,14,AWSGLD,1.0899,1.2507,1.3452,65.69,1.1521,0.685,0.7359,0.6592,12.0,0.4286,0.4286,0.5595,0.7169,8000
