doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
31,49,28,acMH,1.0371,1.2545,1.3359,47.7,1.9672,0.7418,0.8233,0.6596,38.08,0.7857,0.7857,0.8359,0.8095,8000
31,49,28,SGLD,3.3908,5.6822,8.2207,6.23,0.2786,0.3086,0.5653,0.5735,37.0,0.5714,0.5714,0.6039,0.4847,8000
31,49,28,qSGLD,1.3894,1.7171,2.0409,8.45,2.1676,0.8111,0.8341,0.6554,45.65,0.7143,0.7143,0.7708,0.7687,8000
31,49,28,cycSGLD,1.9578,4.4563,6.0767,13.19,0.3944,0.0735,0.5935,0.518,20.0,0.7143,0.7143,0.7901,0.7279,8000
31,49,28,SGHMC,2.1414,3.7703,5.3564,6.9,0.4304,0.1075,0.5986,0.5253,38.72,0.6786,0.6786,0.7089,0.6463,8000
31,49,28,AWSGLD,1.1675,1.2609,1.303,55.06,0.8282,0.4277,0.6765,0.6033,20.0,0.6786,0.6786,0.7465,0.7007,8000
