doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
37,48,22,acMH,1.031,1.0855,1.1822,53.02,1.2685,0.6867,0.7655,0.6626,17.1,0.7727,0.7727,0.8233,0.7972,8000
37,48,22,SGLD,3.2016,5.1749,6.6564,6.11,0.6344,0.2175,0.6488,0.5488,28.05,0.6818,0.6818,0.6022,0.7378,8000
37,48,22,qSGLD,1.5181,2.1031,2.267,7.72,1.7413,0.7689,0.8295,0.6596,42.57,0.7727,0.7727,0.7815,0.8252,8000
37,48,22,cycSGLD,2.2142,4.978,7.2239,13.22,0.6269,0.2685,0.6477,0.5657,16.0,0.6818,0.6818,0.757,0.7937,8000
37,48,22,SGHMC,2.1107,3.6047,4.7101,6.9,0.7841,0.2353,0.6791,0.5501,29.8,0.6818,0.6818,0.6098,0.7745,8000
37,48,22,AWSGLD,1.0797,1.1503,1.2446,58.39,1.0576,0.5184,0.733,0.6251,16.0,0.7727,0.7727,0.8286,0.8619,8000
