doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
29,61,21,acMH,1.0216,1.099,1.1612,39.17,1.2312,0.8142,0.7344,0.6881,18.0,0.4762,0.4762,0.5694,0.5857,8000
29,61,21,SGLD,3.0688,5.5593,6.8208,5.99,0.6115,0.3274,0.6381,0.5777,43.55,0.5238,0.5238,0.615,0.65,8000
29,61,21,qSGLD,1.2474,1.5121,1.6909,9.59,1.4745,0.6178,0.7679,0.6432,46.67,0.5238,0.5238,0.6384,0.7821,8000
29,61,21,cycSGLD,1.73,2.7749,3.6386,10.98,0.6767,0.3491,0.6466,0.5857,18.0,0.4286,0.4286,0.5635,0.6393,8000
29,61,21,SGHMC,1.9081,3.1239,3.7704,7.08,0.8959,0.2886,0.6938,0.5679,37.31,0.619,0.619,0.6956,0.7667,8000
29,61,21,AWSGLD,1.0723,1.1668,1.2055,66.29,0.909,0.5907,0.6828,0.6409,18.0,0.381,0.381,0.5087,0.5298,8000
