ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,5,199,85,acMH,1.0996,1.2393,1.4144,16.4,1.3936,0.8469,0.7623,0.6867,110.12,0.6118,0.6118,0.6575,0.699,8000
3,5,199,85,SGLD,3.1017,5.0287,6.5156,6.0,0.393,0.3158,0.5894,0.575,155.82,0.4588,0.4588,0.5175,0.5341,8000
3,5,199,85,qSGLD,1.3077,1.6089,1.7454,9.34,1.5531,0.7567,0.7722,0.6585,175.47,0.6,0.6,0.6542,0.7108,8000
3,5,199,85,cycSGLD,1.5236,2.7808,4.018,12.18,0.6926,0.3163,0.6532,0.576,70.0,0.6706,0.6706,0.7154,0.7418,8000
3,5,199,85,SGHMC,1.8531,3.0377,3.8999,6.85,0.5522,0.3378,0.6196,0.5782,144.09,0.5294,0.5294,0.5769,0.5932,8000
3,5,199,85,AWSGLD,1.1223,1.3479,1.5451,57.83,0.9502,0.4584,0.6987,0.6071,70.0,0.6824,0.6824,0.7237,0.7536,8000
