doc,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
30,50,15,acMH,1.0364,1.119,1.1531,43.84,1.0578,0.7982,0.7372,0.6853,14.46,0.4667,0.4667,0.4504,0.7657,8000
30,50,15,SGLD,3.4185,5.6381,5.8112,5.8,0.5116,0.284,0.6192,0.5677,31.79,0.4,0.4,0.5167,0.6248,8000
30,50,15,qSGLD,1.4315,1.6953,1.735,7.32,1.4094,0.5947,0.7073,0.6047,31.92,0.5333,0.5333,0.574,0.6381,8000
30,50,15,cycSGLD,2.1444,3.1704,3.7426,8.74,0.6601,0.3133,0.6521,0.5768,14.0,0.5333,0.5333,0.6669,0.7219,8000
30,50,15,SGHMC,2.3611,3.6095,4.2108,6.59,0.5504,0.2146,0.6187,0.5522,27.25,0.4667,0.4667,0.5991,0.6362,8000
30,50,15,AWSGLD,1.0997,1.1921,1.2116,62.62,0.8031,0.4387,0.6805,0.603,14.0,0.5333,0.5333,0.579,0.6971,8000
