ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
10,7,470,225,acMH,1.1904,1.4599,1.8393,9.48,1.307,0.7559,0.7421,0.6651,333.03,0.5956,0.5956,0.637,0.677,8000
10,7,470,225,SGLD,2.8343,5.2937,8.5509,5.93,0.38,0.2161,0.5876,0.5516,369.56,0.5378,0.5378,0.5837,0.5865,8000
10,7,470,225,qSGLD,1.2454,1.5675,1.8899,9.32,1.348,0.5872,0.7458,0.6271,453.98,0.6622,0.6622,0.7013,0.7329,8000
10,7,470,225,cycSGLD,1.5953,3.6459,10.5998,15.1,0.4837,0.1307,0.6104,0.5316,209.0,0.6889,0.6889,0.7298,0.7505,8000
10,7,470,225,SGHMC,1.7463,3.1077,5.7593,6.99,0.4956,0.2022,0.611,0.5479,370.66,0.5689,0.5689,0.6203,0.6374,8000
10,7,470,225,AWSGLD,1.2332,1.6244,2.2366,49.08,0.7136,0.2874,0.6551,0.568,209.0,0.68,0.68,0.7177,0.7531,8000
