ndoc,seed,n,n_truth,method,rhat_median,rhat_q95,rhat_max,ess,th_kw,th_nonkw,pi_kw,pi_nonkw,lowest_U,P_at_k,R_at_k,ndcg_at_k,auc,T_stop
3,6,157,79,acMH,1.0659,1.171,1.3538,18.46,1.4041,0.7969,0.7715,0.681,77.59,0.7089,0.7089,0.752,0.7713,8000
3,6,157,79,SGLD,2.9094,4.7769,6.1494,6.18,0.3568,0.2114,0.5835,0.5494,121.66,0.5823,0.5823,0.5807,0.5893,8000
3,6,157,79,qSGLD,1.2866,1.5516,1.7335,9.06,1.3898,0.4551,0.7596,0.597,137.15,0.7089,0.7089,0.7451,0.7814,8000
3,6,157,79,cycSGLD,1.5611,3.1516,5.4001,12.7,0.6578,0.2459,0.6503,0.5597,61.0,0.6962,0.6962,0.7526,0.7967,8000
3,6,157,79,SGHMC,1.7238,2.7651,3.6328,6.94,0.48,0.1425,0.6076,0.533,115.12,0.6076,0.6076,0.6722,0.6602,8000
3,6,157,79,AWSGLD,1.06,1.1694,1.2294,58.72,0.9156,0.4033,0.6989,0.5955,61.0,0.7215,0.7215,0.7647,0.8098,8000
