n,seed,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
1500,0,SGLD,4.1535,6.2346,10.1707,7.82,0.796,0.6624,0.4568,0.6813,0.6519,0.6063,1798.42,0.2491,0.1668,0.5417,0.5897,3.1975,12000
1500,0,qSGLD,1.2179,1.5074,2.2849,11.13,2.8523,2.6892,-0.3297,0.9396,0.9297,0.4213,1951.99,0.7434,0.5118,0.9983,0.7699,1.728,12000
1500,0,cycSGLD,1.898,2.2209,2.5061,17.3,1.9114,1.7894,-0.0747,0.868,0.854,0.4812,1238.0,0.7474,0.5182,1.0,0.8061,1.5328,12000
1500,0,SGHMC,1.9999,2.9061,4.0462,8.89,1.4331,1.2249,0.3998,0.8,0.7639,0.5949,1773.51,0.6573,0.4495,0.8317,0.7932,2.6338,12000
1500,0,AWSGLD,1.1555,1.3911,1.7071,37.53,2.1052,1.9876,-0.2769,0.8878,0.8761,0.4318,1238.0,0.7506,0.5211,1.0,0.7848,1.2586,12000
