n,seed,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
10000,4,SGLD,4.1051,6.2385,9.5898,7.78,0.7635,0.7235,0.5018,0.6738,0.6655,0.6164,12036.17,0.2127,0.1423,0.5185,0.568,3.3553,12000
10000,4,qSGLD,1.2244,1.5158,2.1781,10.54,2.7755,2.4641,-0.2094,0.9344,0.9127,0.4497,13332.95,0.7493,0.5222,0.9942,0.8656,1.7893,12000
10000,4,cycSGLD,1.9575,2.3483,2.6885,17.69,1.7928,1.5662,0.0155,0.8538,0.8239,0.5036,9660.0,0.7588,0.5359,0.9995,0.8561,1.6859,12000
10000,4,SGHMC,1.9945,2.9341,4.7585,8.72,1.402,1.2589,0.4674,0.7933,0.7692,0.6098,12430.64,0.6172,0.4195,0.7874,0.8309,2.8595,12000
10000,4,AWSGLD,1.1178,1.2753,1.63,18.1,2.0629,1.8216,-0.0879,0.8828,0.8563,0.4781,9660.0,0.7544,0.5295,0.999,0.8507,1.5379,12000
