n,seed,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
1500,2,SGLD,4.1598,6.1971,8.6658,7.82,0.7921,0.6898,0.4826,0.679,0.6581,0.6123,1876.97,0.249,0.1673,0.515,0.6494,3.261,12000
1500,2,qSGLD,1.2156,1.4735,2.2207,11.0,2.9409,2.5139,0.0089,0.9439,0.9185,0.5013,1990.09,0.7689,0.5471,0.9967,0.8469,2.1688,12000
1500,2,cycSGLD,1.8885,2.2456,2.5575,18.08,1.9355,1.5952,0.1089,0.8707,0.8281,0.5266,1259.0,0.7677,0.5502,1.0,0.8675,1.8173,12000
1500,2,SGHMC,1.9817,2.811,3.825,8.82,1.4544,1.2243,0.457,0.8023,0.7649,0.608,1834.36,0.6689,0.4624,0.7983,0.8225,2.7595,12000
1500,2,AWSGLD,1.2218,1.573,2.2952,40.25,2.1264,1.7835,-0.0488,0.89,0.8527,0.4877,1259.0,0.7693,0.551,1.0,0.876,1.5534,12000
