n,seed,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
10000,2,SGLD,4.156,6.2359,10.1131,7.81,0.7598,0.7197,0.5106,0.6727,0.6641,0.6183,12157.87,0.2018,0.1348,0.5092,0.5564,3.3736,12000
10000,2,qSGLD,1.2402,1.5475,2.3024,10.55,2.8206,2.572,-0.2372,0.9362,0.9206,0.4433,13642.6,0.7433,0.5128,0.9952,0.8378,1.8333,12000
10000,2,cycSGLD,1.9666,2.3638,2.7707,17.04,1.8036,1.6133,0.004,0.855,0.8304,0.5007,9673.0,0.7477,0.5212,1.0,0.8875,1.6665,12000
10000,2,SGHMC,2.0286,2.953,4.9255,8.71,1.3918,1.2523,0.4758,0.7906,0.768,0.6115,12686.77,0.6033,0.409,0.7805,0.786,2.8786,12000
10000,2,AWSGLD,1.2171,1.5034,2.0797,18.28,2.0502,1.8511,-0.1177,0.8813,0.8595,0.4708,9673.0,0.7435,0.515,0.9998,0.8606,1.5001,12000
