n,seed,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
1500,1,SGLD,4.1106,6.1141,8.1921,7.8,0.7453,0.6883,0.5189,0.6694,0.6586,0.6206,1824.4,0.1946,0.1301,0.4983,0.6007,3.3591,12000
1500,1,qSGLD,1.2062,1.4492,1.8485,11.01,2.7552,2.3465,-0.1776,0.9333,0.9051,0.4571,2006.73,0.7636,0.5394,0.9967,0.8499,1.6898,12000
1500,1,cycSGLD,2.0092,2.4199,2.7038,16.29,1.775,1.5525,0.0305,0.8519,0.8223,0.5073,1237.0,0.7518,0.5277,1.0,0.8528,1.6672,12000
1500,1,SGHMC,1.9985,2.8027,3.7986,8.75,1.3658,1.1715,0.4928,0.7863,0.7543,0.6159,1858.05,0.6,0.4107,0.7583,0.8188,2.8769,12000
1500,1,AWSGLD,1.2054,1.4909,1.8783,41.25,1.9433,1.6545,-0.1601,0.8711,0.8362,0.4603,1237.0,0.7636,0.5428,1.0,0.8517,1.332,12000
