n,seed,method,rhat_median,rhat_q95,rhat_max,ess,th_S,th_W,th_N,pi_S,pi_W,pi_N,lowest_U,spearman,kendall,topk,ndcg50,mse_all,T_stop
1500,4,SGLD,4.069,6.2393,8.2962,7.75,0.7451,0.7227,0.5161,0.6697,0.6654,0.6192,1802.83,0.1803,0.12,0.505,0.4756,3.3619,12000
1500,4,qSGLD,1.2267,1.5287,2.0159,10.62,2.8578,2.588,-0.1696,0.9384,0.9224,0.459,1958.67,0.737,0.5074,0.9967,0.8472,1.9112,12000
1500,4,cycSGLD,1.9021,2.2385,2.544,17.26,1.8703,1.6535,0.0109,0.8631,0.8362,0.5024,1246.0,0.7481,0.5232,1.0,0.8753,1.6367,12000
1500,4,SGHMC,1.9737,2.8475,3.9941,8.65,1.3676,1.2413,0.5151,0.7877,0.7673,0.6205,1846.26,0.5819,0.3933,0.7617,0.8095,2.9418,12000
1500,4,AWSGLD,1.2031,1.5065,2.2143,40.48,2.0389,1.7968,-0.1783,0.8811,0.8542,0.4558,1246.0,0.7521,0.5285,1.0,0.8762,1.3317,12000
